Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,8748038.21,0.00,0.00,3.10 B,6.85%,64.17%,166.78%,
12M 2021,0.00 B,5276.43,0.00,0.00,17.13 B,41.09%,3648.30%,734.73%,
12M 2022,0.00 B,1815.96,0.00,0.00,6.68 B,10.50%,88.53%,73.09%,
12M 2023,3.50 B,1.55,0.00,0.00,6.75 B,5.85%,13.07%,14.72%,
12M 2024,4.38 B,1.54,36.36,0.11,11.56 B,3.12%,4.39%,9.38%,
