Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,7 B,(11 B),(4 B),-299236.57
12M 2020,4 B,(5 B),(1 B),-49380.15
12M 2021,0 B,(5 B),(5 B),-405952.53
12M 2022,7 B,(6 B),1 B,0.30
12M 2023,4 B,(54 B),(50 B),-11.04
12M 2024,7 B,(178 B),(171 B),-37.79
