Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,8340467012.000000,-7359910104.000000,980556908.000000,-6062614455.000000,-128457000.000000,-1824284538.000000,-4109872917.000000,-6062614455.000000,-5082057547.000000,-590778071.000000,-590778071.000000,-590778071.000000,-5672835618.000000,-100085604.000000,-100085604.000000,,-100085604.000000,-100085604.000000,-5772921222.000000,,-5772921222.000000,-5772921222.000000,-5772921222.000000,,-5772921222.000000,-5772921222.000000,-5772921222.000000,,-5772921222.000000
12M 2020,10554702159.000000,-10477512408.000000,77189751.000000,-1079372169.000000,-10000000.000000,-1112986916.000000,43614747.000000,-1079372169.000000,-1002182418.000000,-609406090.000000,-609406090.000000,-609406090.000000,-1611588508.000000,-126656426.000000,-126656426.000000,,-126656426.000000,-126656426.000000,-1738244934.000000,,-1738244934.000000,-1738244934.000000,-1738244934.000000,,-1738244934.000000,-1738244934.000000,-1738244934.000000,,-1738244934.000000
12M 2021,10455000000.000000,-9121009134.000000,1333990866.000000,2337835664.000000,-33950000.000000,-1371322342.000000,3743108006.000000,2337835664.000000,3671826530.000000,-166173441.000000,-166173441.000000,-166173441.000000,3505653089.000000,-750388459.000000,-750388459.000000,,-750388459.000000,-750388459.000000,2755264630.000000,,2755264630.000000,2755264630.000000,2755264630.000000,,2755264630.000000,2755264630.000000,2755264630.000000,,2755264630.000000
12M 2022,32958536111.000000,-18079984273.000000,14878551838.000000,-6147080980.000000,,-5319040390.000000,-828040590.000000,-6147080980.000000,8731470858.000000,-837178605.000000,-837178605.000000,-837178605.000000,7894292253.000000,-395502433.000000,-395502433.000000,,-395502433.000000,-395502433.000000,7498789820.000000,,7495737070.000000,7498789820.000000,7498789820.000000,,7498789820.000000,7495737070.000000,7495737070.000000,,7495737070.000000
12M 2023,42728166665.000000,-27601599420.000000,15126567245.000000,-11779824956.000000,,-12662967591.000000,883142635.000000,-11779824956.000000,3346742289.000000,-1929558019.000000,-1929558019.000000,-1929558019.000000,1417184270.000000,-512738000.000000,-512738000.000000,,-512738000.000000,-512738000.000000,904446270.000000,,792457374.000000,904446270.000000,904446270.000000,,904446270.000000,792457374.000000,792457374.000000,,792457374.000000
12M 2024,62173596046.000000,-56120537866.000000,6053058180.000000,-42302812014.000000,,-32576623273.000000,-9726188741.000000,-42302812014.000000,-36249753834.000000,-14665557902.000000,-14665557902.000000,-14665557902.000000,-50915311736.000000,-746083153.000000,-746083153.000000,,-746083153.000000,-746083153.000000,-51661394889.000000,,-51571135789.000000,-51661394889.000000,-51661394889.000000,,-51661394889.000000,-51571135789.000000,-51571135789.000000,,-51571135789.000000
