Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,2.73,2.73,0.0,1.54,0.0,0.0,-0.0,0.0,0.54
12M 2021,1.11,1.1,0.28,5.48,0.0,0.0,0.27,0.0,4.48
12M 2022,1.02,0.81,0.58,1.98,0.0,0.0,0.58,0.11,0.98
12M 2023,1.61,1.4,1.06,2.17,0.0,0.0,0.99,0.49,1.17
12M 2024,0.58,0.47,0.85,2.42,0.0,0.0,0.83,0.35,1.42
