Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Pemegang Saham,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,3073876726.000000,96152809202.000000,96152809202.000000,,96152809202.000000,306975000.000000,300000000.000000,6975000.000000,306975000.000000,68395902781.000000,39542919969.000000,207472483678.000000,,,,,,350590386821.000000,5777916667.000000,567415239.000000,,288825030.000000,357224543757.000000,564697027435.000000,,,181732710507.000000,106909254917.000000,,,31715188127.000000,31715188127.000000,,,1026802407.000000,1026802407.000000,12893181283.000000,1767319590.000000,,22023860928.000000,5397103255.000000,,27420964183.000000,,181732710507.000000,153277215149.000000,,132143165572.000000,6185782550.000000,,138328948122.000000,,,,,,,,,6264660813.000000,2366962002.000000,6316644212.000000,153277215149.000000,335009925656.000000,,150745000000.000000,10729425077.000000,66272177212.000000,,,66272177212.000000,2327992799.000000,-387493309.000000,229687101779.000000,564697027435.000000,1507450000.000000
12M 2019,,,15526651145.000000,149272624796.000000,149272624796.000000,,149272624796.000000,701588067.000000,300000000.000000,401588067.000000,701588067.000000,84711510548.000000,194949993216.000000,445162367772.000000,,,,,,473398409608.000000,4854999982.000000,1025127064.000000,,408975032.000000,479687511686.000000,924849879458.000000,,,355549295816.000000,111771994881.000000,,,179461637593.000000,179461637593.000000,,2000000000.000000,1005237697.000000,3005237697.000000,21645417216.000000,2547500369.000000,,22023860928.000000,15093647132.000000,,37117508060.000000,,355549295816.000000,183419542608.000000,,110119304644.000000,19866511427.000000,,129985816071.000000,,,,,,,,,40235016552.000000,5531950948.000000,7666759037.000000,183419542608.000000,538968838424.000000,,188431256500.000000,88737845253.000000,104708925640.000000,6271589469.000000,98437336171.000000,104708925640.000000,3929245398.000000,73768243.000000,385881041034.000000,924849879458.000000,1884312565.000000
12M 2020,,,7322645382.000000,82566419808.000000,82566419808.000000,,82566419808.000000,35678462448.000000,35300500000.000000,377962448.000000,35678462448.000000,37618018990.000000,29931351940.000000,193116898568.000000,,,,,,370577592335.000000,,81495200899.000000,8675238536.000000,23938956077.000000,484686987847.000000,677803886415.000000,,,345707524586.000000,192532363276.000000,,12828334260.000000,86555125841.000000,99383460101.000000,,5129365426.000000,480164335.000000,5609529761.000000,21181606428.000000,18964716479.000000,,3750000000.000000,,4171847878.000000,7921847878.000000,114000663.000000,345707524586.000000,324847152308.000000,,296250000000.000000,,2656717715.000000,298906717715.000000,,,,,,,,,13901512600.000000,4004672328.000000,8034249665.000000,324847152308.000000,670554676894.000000,,188431258500.000000,88584900702.000000,-269953001905.000000,6271589469.000000,-276224591374.000000,-269953001905.000000,186052224.000000,,7249209521.000000,677803886415.000000,1884312585.000000
12M 2021,,,1219882252.000000,62032192355.000000,62032192355.000000,,62032192355.000000,39695779523.000000,39695779523.000000,,39695779523.000000,24689798004.000000,13520538373.000000,141158190507.000000,,,,,,377413590329.000000,,131723968258.000000,6032466377.000000,17152701049.000000,532322726013.000000,673480916520.000000,,,557900190195.000000,149674356376.000000,143184416871.000000,,,143184416871.000000,,92476223942.000000,,92476223942.000000,15783905652.000000,107706180086.000000,,46250000000.000000,,2571871233.000000,48821871233.000000,253236035.000000,557900190195.000000,289940959025.000000,,253750000000.000000,,55554607.000000,253805554607.000000,,,,,,,,,24421255002.000000,3927120186.000000,7787029230.000000,289940959025.000000,847841149220.000000,,188431259500.000000,88584905202.000000,-451554820364.000000,6271589469.000000,-457826409833.000000,-451554820364.000000,178422962.000000,,-174360232700.000000,673480916520.000000,1884312595.000000
12M 2022,,,3082243215.000000,606990884.000000,606990884.000000,,606990884.000000,34120431188.000000,33813366611.000000,307064577.000000,34120431188.000000,8538020568.000000,26521024950.000000,72868710805.000000,,,,,,368570176165.000000,,154931658791.000000,3908924351.000000,14738358088.000000,542149117395.000000,615017828200.000000,,,299265301028.000000,,,17131185566.000000,130613543338.000000,147744728904.000000,,7038186947.000000,113344862637.000000,120383049584.000000,11762243884.000000,16544874952.000000,,,142067436.000000,2043481129.000000,2185548565.000000,644855139.000000,299265301028.000000,582040864538.000000,,,556779790.000000,,556779790.000000,,,,,,,,,577888449328.000000,,3595635420.000000,582040864538.000000,881306165566.000000,,188431259500.000000,88584905202.000000,-542662354570.000000,6271589469.000000,-548933944039.000000,-542662354570.000000,-642147498.000000,,-266288337366.000000,615017828200.000000,1884312595.000000
12M 2023,,,10067378339.000000,23521927448.000000,23521927448.000000,,23521927448.000000,318365610.000000,,318365610.000000,318365610.000000,35869045234.000000,63324528145.000000,133101244776.000000,,33813366611.000000,33813366611.000000,,33813366611.000000,375807389107.000000,703857296.000000,142995751966.000000,3908924351.000000,,557229289331.000000,690330534107.000000,,,323061683055.000000,,,17397056307.000000,160761360733.000000,178158417040.000000,,13525365656.000000,83192764814.000000,96718130470.000000,7156660798.000000,8141083004.000000,,,214517530.000000,,214517530.000000,32672874213.000000,323061683055.000000,226730168050.000000,,,677551828.000000,,677551828.000000,,221217999525.000000,,221217999525.000000,,,,,,,4834616697.000000,226730168050.000000,549791851105.000000,,538431259532.000000,88584905202.000000,-485906178295.000000,6271589469.000000,-492177767764.000000,-485906178295.000000,-571303437.000000,,140538683002.000000,690330534107.000000,7031371419.000000
12M 2024,,,12573578824.000000,138363745535.000000,138363745535.000000,,138363745535.000000,2126124314.000000,550000000.000000,1576124314.000000,2126124314.000000,277254650211.000000,917705686838.000000,1348023785722.000000,,33813366611.000000,33813366611.000000,,33813366611.000000,705811483484.000000,120378125.000000,104530741258.000000,2643583907.000000,35000000.000000,846954553385.000000,2194978339107.000000,,,1341212254344.000000,595933401170.000000,,378642231579.000000,261808491154.000000,640450722733.000000,,35792084982.000000,11886923918.000000,47679008900.000000,6337203100.000000,2301286058.000000,,40000000000.000000,4846805784.000000,,44846805784.000000,3663826599.000000,1341212254344.000000,591779310987.000000,,135450000000.000000,3623535911.000000,,139073535911.000000,,302233269792.000000,64218028605.000000,366451298397.000000,,17200168307.000000,58827864813.000000,76028033120.000000,,,10226443559.000000,591779310987.000000,1932991565331.000000,,548950191228.000000,94626571839.000000,-382709516203.000000,6271589469.000000,-388981105672.000000,-382709516203.000000,1119526912.000000,,261986773776.000000,2194978339107.000000,7186061591.000000
