Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,54 B,(19 B),35 B,23.46
12M 2019,330 B,(105 B),225 B,119.23
12M 2020,(198 B),(12 B),(210 B),-111.41
12M 2021,42 B,(16 B),26 B,13.68
12M 2022,(86 B),(1 B),(87 B),-46.19
12M 2023,132 B,(5 B),128 B,18.20
12M 2024,(704 B),(13 B),(717 B),-99.77
