Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(1 B),,(1 B),-2919848.27
12M 2018,(1 B),,(1 B),-2690996.56
12M 2019,(3 B),(0 B),(3 B),-11944546.50
12M 2020,26 B,(7 B),19 B,2.49
12M 2021,(101 B),(9 B),(110 B),-11.40
12M 2022,9 B,(5 B),4 B,0.45
12M 2023,(45 B),(2 B),(48 B),-4.47
12M 2024,492 B,(2 B),489 B,46.00
