Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.12,4081.04,0.12,4081.04,683 B,"1,179 B","1,862 B","1,725 B",120 B
12M 2009,0.13,3666.76,0.13,3666.76,290 B,526 B,816 B,751 B,214 B
12M 2010,0.43,3920.71,0.43,3920.71,284 B,132 B,417 B,319 B,179 B
12M 2011,0.49,4041.76,0.49,4041.76,27 B,802 B,829 B,772 B,240 B
12M 2012,0.33,4328.57,0.33,4328.57,91 B,956 B,"1,047 B",882 B,299 B
12M 2013,0.18,5483.57,0.18,5483.57,225 B,"1,370 B","1,595 B","1,369 B",409 B
12M 2014,0.14,5693.80,0.14,5693.80,319 B,"1,613 B","1,932 B","1,798 B",271 B
12M 2015,0.12,6161.58,0.12,6161.58,805 B,"3,180 B","3,985 B","3,628 B",509 B
12M 2016,0.13,6064.08,0.13,6064.08,555 B,"3,562 B","4,117 B","3,851 B",536 B
12M 2017,0.22,5807.25,0.22,5807.25,665 B,"2,832 B","3,498 B","3,205 B",151 B
12M 2018,0.77,7733.48,0.77,7733.48,"1,198 B","1,597 B","2,795 B","2,280 B",167 B
12M 2019,0.31,7890.59,0.31,7890.59,"1,045 B","1,037 B","2,082 B","1,816 B",144 B
12M 2020,0.38,8115.21,0.38,8115.21,"1,552 B","1,088 B","2,640 B","2,122 B",334 B
12M 2021,0.42,10028.61,0.42,10028.61,"1,307 B",867 B,"2,173 B","1,444 B","1,119 B"
12M 2022,0.51,10985.00,0.51,10985.00,744 B,"1,319 B","2,064 B","1,604 B","1,577 B"
12M 2023,0.31,9697.78,0.31,9697.78,994 B,826 B,"1,821 B","1,627 B",54 B
12M 2024,0.29,9703.99,0.29,9703.99,642 B,"1,279 B","1,921 B","1,489 B",300 B
