Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,0.29,0.29,4.83,6.51,0.0,0.0,4.83,0.74,5.51
12M 2019,0.19,0.17,3.03,4.54,0.0,0.0,3.02,0.67,3.54
12M 2020,0.2,0.18,2.74,4.1,0.0,0.0,2.74,0.67,3.1
12M 2021,1.52,1.47,1.4,2.63,0.0,0.0,1.11,0.53,1.63
12M 2022,1.02,1.01,1.04,2.49,0.0,0.0,0.92,0.42,1.49
12M 2023,1.13,1.13,0.79,2.07,0.0,0.0,0.74,0.38,1.07
12M 2024,1.26,1.26,0.64,1.92,0.0,0.0,0.62,0.33,0.92
