Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,18 B,(27 B),(9 B),-425797.99
12M 2019,13 B,(20 B),(7 B),-314702.11
12M 2020,11 B,(6 B),4 B,201814.79
12M 2021,18 B,(14 B),5 B,2.45
12M 2022,39 B,(28 B),11 B,6.19
12M 2023,20 B,(15 B),5 B,2.61
12M 2024,24 B,2 B,26 B,13.94
