Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada Pemasok,Pembayaran Kas Untuk Beban Operasional,Pembayaran Kepada Karyawan,Penerimaan (Pembayaran) Kas Lainnya,Pembayaran Pajak,Pembayaran Bunga Dan Beban Keuangan,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penambahan Beban Docking Ditangguhkan,Penerimaan Penjualan Aset Tetap,Uang Muka Sewa Kapal,Uang Muka Docking,Bank Yang Dibatasi Penggunaannya,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Utang Bank,Penerimaan (Pembayaran) Utang Lain-Lain,Penerimaan Dana Hasil Ipo,Modal Disetor Lainnya,Peningkatan Modal Disetor,Pembayaran Dividend,Pembayaran Utang Pembiayaan Konsumen,Total Arus Kas Dari Aktivitas Pendanaan,Penurunan Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,18179499806.000000,19278718201.000000,-1591730802.000000,-229497527.000000,-1090700000.000000,2977370704.000000,274182729.000000,-1438843499.000000,18179499806.000000,-29103962596.000000,-27334156661.000000,,,,,-1769805935.000000,-29103962596.000000,10701654795.000000,-10000000000.000000,1800000000.000000,,8901654795.000000,10000000000.000000,,,10701654795.000000,-222807995.000000,407544866.000000,184736871.000000
12M 2019,12822486964.000000,48812027881.000000,-16496149589.000000,-6304144458.000000,-2651683870.000000,1349212808.000000,-581094638.000000,-11305681170.000000,12822486964.000000,-17820665452.000000,-19588582334.000000,,,,,1767916882.000000,-17820665452.000000,5107768862.000000,-7552743010.000000,-1692333333.000000,,14352845205.000000,,,,5107768862.000000,109590374.000000,184736871.000000,294327245.000000
12M 2020,10577834406.000000,24827719788.000000,-5629481227.000000,-223025024.000000,-2878851709.000000,-441331810.000000,-618488890.000000,-4458706722.000000,10577834406.000000,-6240462675.000000,-6238816387.000000,,,,,-1646288.000000,-6240462675.000000,-4236749167.000000,-2600000000.000000,-1607666667.000000,,,,,-29082500.000000,-4236749167.000000,100622564.000000,294327245.000000,394949809.000000
12M 2021,18126472717.000000,62532951197.000000,-27117296755.000000,-4845392562.000000,-4786578417.000000,-708791100.000000,-1393179440.000000,-5555240206.000000,18126472717.000000,-21698942615.000000,-13596807976.000000,,6500000000.000000,-10000000000.000000,-4601229441.000000,-905198.000000,-21698942615.000000,30691259726.000000,-8257000000.000000,,38963527226.000000,,,,-15267500.000000,30691259726.000000,27118789828.000000,394949809.000000,27513739637.000000
12M 2022,39357742209.000000,331425911390.000000,-260809339943.000000,-6845689437.000000,-7077092848.000000,-8476052478.000000,-734208530.000000,-8125785945.000000,39357742209.000000,-31220334408.000000,-27910730322.000000,-3312947300.000000,,,,3343214.000000,-31220334408.000000,-22355566562.000000,-20003609160.000000,,,,,-1998243002.000000,-353714400.000000,-22355566562.000000,-14218158761.000000,27513739637.000000,13295580876.000000
12M 2023,20274231648.000000,322329166413.000000,-275495873872.000000,-6581254051.000000,-7619003531.000000,-1191612526.000000,-3741205252.000000,-7425985533.000000,20274231648.000000,-15453820963.000000,-15453999288.000000,,,,,178325.000000,-15453820963.000000,-12864651696.000000,-15559634810.000000,6200380000.000000,,,,-2997364500.000000,-508032386.000000,-12864651696.000000,-8044241011.000000,13237169876.000000,5192928865.000000
12M 2024,23929435633.000000,239839897010.000000,-180575455057.000000,-11145495261.000000,-8627526845.000000,-365196320.000000,-3019665236.000000,-12177122658.000000,23929435633.000000,-10761765480.000000,1869940021.000000,,,,,-12631705501.000000,-10761765480.000000,-15774048818.000000,-14552285716.000000,2236556521.000000,,,,-2997364500.000000,-460955123.000000,-15774048818.000000,-2606378665.000000,5192928865.000000,2586550200.000000
