Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,2.38,,5.41
12M 2021,39.83,17.32,21.13,36.02,9.16,,21.08,,0.6,,0.51,,3.06,,6.43
12M 2022,25.39,11.95,20.17,17.17,14.37,,30.56,,0.45,,0.38,,4.0,,3.15
12M 2023,26.15,10.24,19.55,16.84,13.96,12.04,35.64,29.29,0.38,0.29,0.34,0.27,14.04,14.04,1.85
12M 2024,30.77,11.53,19.65,22.65,11.86,11.16,31.66,31.68,0.3,0.27,0.28,0.25,-18.43,-18.43,0.75
