Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,15 B,(16 B),(1 B),-5649020.04
12M 2019,(11 B),(8 B),(19 B),-120921627.69
12M 2020,1 B,(1 B),(0 B),-767355.09
12M 2021,(38 B),(4 B),(42 B),-92.39
12M 2022,19 B,(27 B),(8 B),-18.41
12M 2023,(12 B),(14 B),(26 B),-57.97
12M 2024,13 B,(7 B),6 B,14.29
