Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Bank Jangka Pendek,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembelian Aset Tetap,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pemegang Saham,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembelian Aset Tetap,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,4519167497.000000,,5936700958.000000,5936700958.000000,,5936700958.000000,,,,,21614525410.000000,,32070393865.000000,,16031610581.000000,549500.000000,828564818.000000,16860724899.000000,48931118764.000000,,,28312374099.000000,,9536574672.000000,,9536574672.000000,,,,,,589377675.000000,267744531.000000,,17563411358.000000,255265863.000000,17818677221.000000,100000000.000000,28312374099.000000,4379240843.000000,667989497.000000,,2800000000.000000,136879853.000000,,2936879853.000000,774371493.000000,4379240843.000000,32691614942.000000,,1920000000.000000,,8559503822.000000,,8559503822.000000,8559503822.000000,5760000000.000000,16239503822.000000,48931118764.000000,160.000000
12M 2019,,,1816212719.000000,,6551895888.000000,6551895888.000000,,6551895888.000000,,,,,40068204966.000000,617537763.000000,49053851336.000000,,21938501054.000000,893250.000000,784956144.000000,22724350448.000000,71778201784.000000,,,42482899976.000000,,10096263178.000000,,10096263178.000000,,,,,,492412549.000000,1731727639.000000,,29760000234.000000,302496376.000000,30062496610.000000,100000000.000000,42482899976.000000,9247540392.000000,7320000000.000000,,1040000000.000000,171664224.000000,,1211664224.000000,715876168.000000,9247540392.000000,51730440368.000000,,1920000000.000000,,12369282416.000000,,12369282416.000000,12369282416.000000,5758479000.000000,20047761416.000000,71778201784.000000,160.000000
12M 2020,,,557847702.000000,,4751663354.000000,4751663354.000000,,4751663354.000000,4300000.000000,4300000.000000,,4300000.000000,50375681467.000000,,55689492523.000000,,20678852191.000000,9008610.000000,741347469.000000,21429208270.000000,77118700793.000000,,,43192607735.000000,,9641484309.000000,,9641484309.000000,,,,,,546666119.000000,3452975571.000000,,29310238853.000000,141242883.000000,29451481736.000000,100000000.000000,43192607735.000000,9171774617.000000,7320000000.000000,,1125000000.000000,30421341.000000,,1155421341.000000,696353276.000000,9171774617.000000,52364382352.000000,,7680000000.000000,,17083889441.000000,76800000.000000,17007089441.000000,17083889441.000000,-9571000.000000,24754318441.000000,77118700793.000000,640.000000
12M 2021,,,4982610906.000000,,9684427352.000000,9684427352.000000,,9684427352.000000,1499000.000000,1499000.000000,,1499000.000000,94324734159.000000,,108993271417.000000,,21484316224.000000,67855061.000000,1123913987.000000,22676085272.000000,131669356689.000000,,,53345744340.000000,,13134084810.000000,,13134084810.000000,,,,,,1036908765.000000,1000355963.000000,,38043973461.000000,30421341.000000,38074394802.000000,100000000.000000,53345744340.000000,1262089249.000000,,,,,,,1262089249.000000,1262089249.000000,54607833589.000000,,45400000000.000000,23600550000.000000,8110855099.000000,454000000.000000,7656855099.000000,8110855099.000000,-49882000.000000,77061523099.000000,131669356688.000000,454000000.000000
12M 2022,,,7960624019.000000,,33368064777.000000,33368064777.000000,,33368064777.000000,15498868513.000000,15498868513.000000,,15498868513.000000,45147600523.000000,16504870592.000000,118480028424.000000,,38296374133.000000,152301862.000000,1053669362.000000,39502345357.000000,157982373781.000000,,,67976353450.000000,,20551974580.000000,,20551974580.000000,43646838903.000000,,,,,686927858.000000,899060859.000000,,1747194865.000000,334356385.000000,2081551250.000000,110000000.000000,67976353450.000000,7217304707.000000,,,5685013348.000000,285848348.000000,,5970861696.000000,1246443011.000000,7217304707.000000,75193658157.000000,,45405656300.000000,23612993860.000000,13780119764.000000,1000000000.000000,12780119764.000000,13780119764.000000,-10054300.000000,82788715624.000000,157982373781.000000,454056563.000000
12M 2023,,,7906848519.000000,,33931182411.000000,33931182411.000000,,33931182411.000000,4000000.000000,4000000.000000,,4000000.000000,86560578840.000000,7664306016.000000,136066915786.000000,,49569754575.000000,69449898.000000,14201792309.000000,63840996782.000000,199907912568.000000,,,103759062353.000000,,20944308168.000000,,20944308168.000000,73951903898.000000,522000000.000000,,,522000000.000000,1064272584.000000,145699475.000000,,2107514892.000000,1150286595.000000,3257801487.000000,3873076741.000000,103759062353.000000,6920762488.000000,,,,849544166.000000,,849544166.000000,6071218322.000000,6920762488.000000,110679824841.000000,,45405656300.000000,23612993860.000000,15504753208.000000,1000000000.000000,14504753208.000000,15504753208.000000,-37224130.000000,84486179238.000000,195166004079.000000,454056563.000000
12M 2024,,,9774791533.000000,,18528484725.000000,18528484725.000000,,18528484725.000000,985349155.000000,985349155.000000,,985349155.000000,118645507504.000000,25879959.000000,147960012876.000000,,49067813944.000000,195266950.000000,21950452349.000000,71213533243.000000,219173546119.000000,,,116866517906.000000,,22999112932.000000,,22999112932.000000,82124848596.000000,,,,,1999615177.000000,2154160453.000000,,2634393612.000000,633732334.000000,3268125946.000000,4320654802.000000,116866517906.000000,11493446354.000000,,,2107514881.000000,218555026.000000,6725000000.000000,9051069907.000000,2442376447.000000,11493446354.000000,128359964260.000000,,45405656300.000000,23612993860.000000,21850547689.000000,1000000000.000000,20850547689.000000,21850547689.000000,-55615990.000000,90813581859.000000,219173546119.000000,454056563.000000
