Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,77666833421.000000,-54245704992.000000,23421128429.000000,-10653620380.000000,,-12541256559.000000,,1887636179.000000,-10653620380.000000,12767508049.000000,-4361080991.000000,-4361080991.000000,-4361080991.000000,8406427058.000000,-784425605.000000,-979395915.000000,194970310.000000,-784425605.000000,7622001453.000000,153336125.000000,153336125.000000,153336125.000000,7775337578.000000,7622001453.000000,7622001453.000000,,7622001453.000000,7775337578.000000,7775337578.000000,,7775337578.000000
12M 2022,105168727481.000000,-73934836988.000000,31233890493.000000,-13004122192.000000,,-15061116053.000000,,2056993861.000000,-13004122192.000000,18229768301.000000,-6282546797.000000,-6282546797.000000,-6282546797.000000,11947221504.000000,-1287531953.000000,-1604595383.000000,317063430.000000,-1287531953.000000,10659689551.000000,202851409.000000,202851409.000000,202851409.000000,10862540960.000000,10659689551.000000,10659689551.000000,,10659689551.000000,10862540960.000000,10862540960.000000,,10862540960.000000
12M 2023,124461090431.000000,-86153293115.000000,38307797316.000000,-15326072295.000000,,-15911001837.000000,,584929542.000000,-15326072295.000000,22981725021.000000,-8328667408.000000,-8328667408.000000,-8328667408.000000,14653057613.000000,-1465805804.000000,-1657348439.000000,191542635.000000,-1465805804.000000,13187251809.000000,198748667.000000,198748667.000000,198748667.000000,13386000476.000000,13187251809.000000,13187251809.000000,,13187251809.000000,13386000476.000000,13386000476.000000,,13386000476.000000
12M 2024,207168060758.000000,-146005880271.000000,61162180487.000000,-18759912827.000000,,-19511791881.000000,,751879054.000000,-18759912827.000000,42402267660.000000,-8329101366.000000,-8329101366.000000,-8329101366.000000,34073166294.000000,-3171239318.000000,-3182002722.000000,10763404.000000,-3171239318.000000,30901926976.000000,37504278.000000,37504278.000000,37504278.000000,30939431254.000000,30901926976.000000,30901926976.000000,,30901926976.000000,30939431254.000000,30939431254.000000,,30939431254.000000
