Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,1494510.09,0.00,0.00,14.08 B,11.50%,45.90%,61.91%,
12M 2022,0.00 B,106490.41,0.00,0.00,19.68 B,9.52%,33.34%,37.05%,
12M 2023,0.05 B,263.75,0.00,0.00,24.76 B,6.95%,18.36%,31.80%,
12M 2024,0.05 B,618.04,0.32,0.05,44.19 B,12.88%,17.21%,30.45%,
