Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,2.19,1.55,1.75,3.99,0.0,0.0,1.64,0.44,2.41
12M 2022,1.78,1.13,1.7,3.5,0.0,0.0,1.32,0.49,2.22
12M 2023,1.6,1.35,0.61,2.64,0.0,0.0,0.34,0.23,1.49
12M 2024,4.18,3.43,0.13,1.34,0.0,0.0,-0.3,0.09,0.3
