Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,3256199.53,0.00,3256199.53,14 B,15 B,29 B,27 B,30 B
12M 2022,0.00,319372.21,0.00,319372.21,38 B,16 B,54 B,42 B,43 B
12M 2023,0.00,1436.90,0.00,1436.90,40 B,4 B,44 B,24 B,61 B
12M 2024,0.06,3590.49,0.06,3590.49,18 B,5 B,23 B,(53 B),155 B
