Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.74,73.02,0.74,73.02,35 B,8 B,42 B,39 B,(68 B)
12M 2009,0.89,60.50,0.89,60.50,42 B,0 B,42 B,40 B,(66 B)
12M 2010,0.95,57.10,0.95,57.10,42 B,,42 B,39 B,(69 B)
12M 2011,1.37,39.44,1.37,39.44,81 B,14 B,95 B,91 B,(73 B)
12M 2012,2.23,45.20,2.23,45.20,50 B,12 B,62 B,56 B,33 B
12M 2013,0.76,118.61,0.81,111.27,8 B,49 B,57 B,52 B,1 B
12M 2014,0.77,123.99,0.81,116.65,21 B,73 B,95 B,79 B,(14 B)
12M 2015,0.53,166.45,0.54,161.68,55 B,117 B,172 B,106 B,17 B
12M 2016,0.52,174.08,0.53,169.31,24 B,346 B,369 B,349 B,26 B
12M 2017,0.39,185.75,0.40,180.99,25 B,394 B,419 B,364 B,14 B
12M 2018,0.50,175.05,0.52,170.28,41 B,361 B,402 B,283 B,319 B
12M 2019,0.29,172.94,0.30,168.17,27 B,394 B,422 B,221 B,382 B
12M 2020,0.29,170.42,0.30,165.99,28 B,456 B,483 B,205 B,609 B
12M 2021,0.32,170.22,0.33,165.80,24 B,444 B,468 B,140 B,619 B
12M 2022,0.32,158.90,0.32,158.90,25 B,470 B,495 B,271 B,325 B
12M 2023,0.33,149.65,0.33,149.65,36 B,543 B,580 B,395 B,252 B
12M 2024,0.17,162.57,0.17,162.57,81 B,537 B,618 B,516 B,188 B
