Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,14458017.28,0.00,0.00,12.09 B,2.63%,28.89%,7.59%,
12M 2022,0.00 B,20826007.19,0.00,0.00,16.98 B,3.59%,29.34%,5.15%,
12M 2023,0.00 B,93733.27,0.00,0.00,38.78 B,8.00%,9.00%,12.25%,
12M 2024,4.77 B,1.45,111.72,5.49,12.67 B,1.28%,1.32%,2.40%,
