Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,1.39,0.67,0.37,1.45,0.0,0.0,0.37,0.25,0.45
12M 2020,2.07,0.92,0.29,1.38,0.0,0.0,0.29,0.21,0.38
12M 2021,2.06,0.51,0.29,1.41,0.0,0.0,0.29,0.2,0.41
12M 2022,1.99,0.24,0.29,1.47,0.0,0.0,0.29,0.2,0.47
