Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,4.63,,1.39
12M 2020,71.81,570.63,18.17,624.27,5.08,5.63,0.64,0.53,0.52,0.53,0.26,0.23,0.79,0.79,2.07
12M 2021,113.12,4093.18,73.05,4133.25,3.23,3.17,0.09,0.08,0.19,0.19,0.08,0.08,0.25,0.25,2.06
12M 2022,130.95,5382.41,110.05,5403.31,2.79,2.44,0.07,0.06,0.17,0.17,0.07,0.06,0.21,0.21,1.99
