Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.00,396129.78,0.00,396129.78,,4 B,4 B,3 B,0 B
12M 2009,0.71,101.14,0.71,101.14,,,,(34 B),154 B
12M 2010,0.61,101.48,0.61,101.48,,,,(19 B),145 B
12M 2011,4.43,131.03,4.43,131.03,,,,(118 B),180 B
12M 2012,7.68,507.79,7.68,507.79,21 B,,21 B,"(1,183 B)","1,018 B"
12M 2013,4.34,357.10,4.34,357.10,26 B,,26 B,17 B,596 B
12M 2014,1.06,341.27,1.06,341.27,,13 B,13 B,(8 B),73 B
12M 2015,0.90,290.37,0.90,290.37,,14 B,14 B,13 B,22 B
12M 2016,1.02,254.82,1.02,254.82,,,22 B,19 B,(5 B)
12M 2017,0.66,257.16,0.66,257.16,,19 B,19 B,17 B,(33 B)
12M 2018,0.87,274.89,0.87,274.89,,19 B,19 B,16 B,27 B
12M 2019,0.66,236.52,0.66,236.52,,19 B,19 B,18 B,(29 B)
12M 2020,0.32,235.74,0.32,235.74,,19 B,19 B,17 B,(33 B)
12M 2021,0.32,235.19,0.32,235.19,,19 B,19 B,4 B,(35 B)
12M 2022,0.64,292.62,0.64,292.62,,19 B,19 B,18 B,78 B
12M 2023,1.36,306.93,1.36,306.93,,,,(124 B),89 B
12M 2024,0.74,295.95,0.74,295.95,,,,(15 B),35 B
