Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,56392102.16,0.00,0.00,36.96 B,10.32%,18.08%,48.91%,7.17
12M 2021,0.00 B,83790297.76,0.00,0.00,45.42 B,14.51%,21.64%,30.97%,14.98
12M 2022,1.62 B,18.48,0.00,0.00,63.02 B,17.60%,25.74%,37.06%,21.27
12M 2023,2.89 B,9.53,13.54,0.84,75.24 B,9.00%,12.84%,25.77%,19.59
12M 2024,2.89 B,7.99,14.77,0.76,69.80 B,6.42%,9.99%,12.97%,5.42
