Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,2.11,2.09,0.32,1.75,0.0,0.0,0.23,0.18,0.78
12M 2021,2.58,2.54,0.16,1.49,0.0,0.0,0.05,0.11,0.51
12M 2022,3.63,3.61,0.2,1.46,0.0,0.0,-0.0,0.14,0.48
12M 2023,4.24,4.2,0.25,1.43,0.0,0.0,0.09,0.17,0.43
12M 2024,2.47,2.41,0.37,1.56,0.0,0.0,0.26,0.24,0.56
