Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Beban Akrual,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,6959166382.000000,52715846879.000000,7310937620.000000,7310937620.000000,,7310937620.000000,860054189.000000,2542968737.000000,70388973807.000000,,12169115474.000000,44348116261.000000,258365294.000000,4876469211.000000,4578759485.000000,66230825725.000000,136619799532.000000,,,33297246644.000000,4027958766.000000,3112673123.000000,,7150000.000000,7132000.000000,14282000.000000,6148138335.000000,,18074265556.000000,291398941.000000,1539129923.000000,19904794420.000000,89400000.000000,33297246644.000000,27817386910.000000,,5849440851.000000,586988303.000000,2449511799.000000,8885940953.000000,18931445957.000000,27817386910.000000,61114633554.000000,,1000000000.000000,,76430518955.000000,,76430518955.000000,76430518955.000000,-2449434700.000000,524081723.000000,75505165978.000000,136619799532.000000,250.000000
12M 2021,,,10885477945.000000,50868768480.000000,1439134346.000000,1164852010.000000,274282336.000000,1439134346.000000,965957390.000000,8396664048.000000,72556002209.000000,,11652967830.000000,49470529918.000000,165486791.000000,4911665879.000000,5643994329.000000,71844644747.000000,144400646956.000000,,,28174687756.000000,4197061121.000000,4191311197.000000,,,3632000.000000,3632000.000000,5759101035.000000,,10766214566.000000,811849887.000000,2299308466.000000,13877372919.000000,146209484.000000,28174687756.000000,21507143448.000000,,2277617978.000000,1737673096.000000,2175579997.000000,6190871071.000000,15316272377.000000,21507143448.000000,49681831204.000000,,1000000000.000000,,95278093395.000000,,95278093395.000000,95278093395.000000,-2059812364.000000,500534721.000000,94718815752.000000,144400646956.000000,250.000000
12M 2022,,,23354158968.000000,49528128564.000000,1301749054.000000,1177749050.000000,124000004.000000,1301749054.000000,673924288.000000,10476051133.000000,85334012007.000000,,11998617453.000000,66142949607.000000,95253553.000000,4250720795.000000,2269484333.000000,84757025741.000000,170091037748.000000,,,23479078896.000000,1448149611.000000,867600376.000000,,,3632000.000000,3632000.000000,12778031099.000000,,3769304191.000000,2970695292.000000,1601734934.000000,8341734417.000000,39931393.000000,23479078896.000000,32083148452.000000,,9030181922.000000,7213231840.000000,,16243413762.000000,15839734690.000000,32083148452.000000,55562227348.000000,,81000000000.000000,,34465707078.000000,800000000.000000,33665707078.000000,34465707078.000000,-1786616799.000000,849720121.000000,114528810400.000000,170091037748.000000,1620000000.000000
12M 2023,,,32888075481.000000,71689957817.000000,117748804.000000,,117748804.000000,117748804.000000,1267701099.000000,23773610990.000000,129737094191.000000,,8279394250.000000,140333566904.000000,43688274.000000,3961025910.000000,23690541625.000000,176308216963.000000,306045311154.000000,,,30619301276.000000,6659150429.000000,3372642004.000000,,49458235.000000,,49458235.000000,9709801475.000000,,6695364461.000000,4028550741.000000,80000000.000000,10803915202.000000,24333931.000000,30619301276.000000,62362246920.000000,,34641848862.000000,7439945610.000000,,42081794472.000000,20280452448.000000,62362246920.000000,92981548196.000000,,144600000000.000000,42115601953.000000,28414301010.000000,855000000.000000,27559301010.000000,28414301010.000000,-1532595263.000000,-533544742.000000,213063762958.000000,306045311154.000000,2892000000.000000
12M 2024,,,25683022300.0,77668770237.0,439748801.0,400248800.0,39500001.0,439748801.0,3310216590.0,25896931001.0,132998688929.0,,9370137203.0,195980764766.0,2993534053.0,2902355600.0,15797071998.0,227043863620.0,360042552549.0,,,53894721055.0,10767658792.0,2760401920.0,,49458235.0,70000000.0,119458235.0,5480175689.0,,27423051574.0,7285218354.0,56805098.0,34765075026.0,1951393.0,53894721055.0,75521012373.0,,38671695609.0,13104399364.0,22502364.0,51798597337.0,23722415036.0,75521012373.0,129415733428.0,,144600000000.0,42115601953.0,44727870364.0,1000000000.0,43727870364.0,44727870364.0,-750590825.0,-66062371.0,230626819121.0,360042552549.0,2892000000.0
