Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,27 B,(5 B),21 B,85210081.45
12M 2021,32 B,(11 B),20 B,81953181.97
12M 2022,46 B,(15 B),31 B,19.30
12M 2023,22 B,(109 B),(87 B),-30.00
12M 2024,61 B,(78 B),(16 B),-5.59
