Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,7.52,,2.11
12M 2021,59.34,1.96,8.85,52.45,6.15,,185.78,,6.79,,2.27,,7.18,,2.58
12M 2022,50.42,1.66,5.73,46.35,7.24,,219.39,,6.29,,2.31,,5.87,,3.63
12M 2023,49.78,1.65,6.89,44.54,7.33,6.97,221.22,143.99,4.3,3.86,1.87,1.59,4.48,4.48,4.24
12M 2024,60.77,4.03,15.33,49.47,6.01,6.2,90.61,84.24,2.67,2.4,1.35,1.3,5.67,5.67,2.47
