Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada:,Karyawan,Pemasok,Total Pembayaran Kas Kepada:,Penerimaan Bunga,Penerimaan Klaim Asuransi,Pembayaran Kas Untuk:,Beban Bunga,Pajak,Total Pembayaran Kas Untuk:,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penempatan Jangka Pendek,Pencairan Investasi Jangka Pendek,Penyertaan Saham Oleh Entitas Anak,"Akuisisi Entitas Anak, Dengan Perolehan Kas Neto",Pendapatan Dividen Reksa Dana,Penarikan Aset Lancar Lainnya,Pencairan Deposito,Penarikan Aset Tidak Lancar Lainnya,Penambahan Deposito Berjangka Dan Giro Yang Dijaminkan,Piutang Pihak Berelasi,Pembayaran Piutang Pihak Berelasi,Penyertaan Saham,Uang Muka Penyertaan Saham,Pengurangan Deposito Berjangka Dan Giro Yang Dijaminkan,Uang Muka Perolehan Aset Tetap,Hasil Penjualan Aset Tetap,Perolehan Aset Tetap,Perolehan Aset Tak Berwujud,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Tambahan Modal,Setoran Modal Non Pengendali Dari Entitas Anak,Penambahan Dari:,Utang Bank Jangka Pendek,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Penambahan Dari:,Pembayaran:,Utang Bank Jangka Pendek,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Lembaga Keuangan,Total Pembayaran:,Pembayaran Utang Lain-Lain,Piutang Pihak Berelasi,Pembayaran Piutang Pihak Berelasi,Penerimaan Utang Pihak Berelasi,Pembayaran Deviden,Pembayaran Biaya Emisi Saham,Penerimaan Dari Penerbitan Saham Biasa,Total Arus Kas Dari Aktivitas Pendanaan,Adjustment,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Adjustment,Kas Dan Setara Kas Akhir Periode
12M 2019,158803000000.000000,415945000000.000000,,-85766000000.000000,-163903000000.000000,-249669000000.000000,2485000000.000000,,,-5356000000.000000,-4602000000.000000,-9958000000.000000,158803000000.000000,-177521000000.000000,-185846000000.000000,178478000000.000000,,,,,,,-16256000000.000000,,,,,13250000000.000000,-585000000.000000,,-166562000000.000000,,-177521000000.000000,25306000000.000000,,,,,94465000000.000000,,94465000000.000000,,,-69020000000.000000,,-139000000.000000,-69159000000.000000,,,,,,,,25306000000.000000,,6588000000.000000,94177000000.000000,,,100765000000.000000
12M 2020,198023000000.000000,522626000000.000000,,-103274000000.000000,-210326000000.000000,-313600000000.000000,1393000000.000000,,,-6702000000.000000,-5694000000.000000,-12396000000.000000,198023000000.000000,-290137000000.000000,-390445000000.000000,256929000000.000000,,,,,,,-59442000000.000000,,,,,11951000000.000000,-1057000000.000000,4150000000.000000,-112177000000.000000,-46000000.000000,-290137000000.000000,91431000000.000000,,,,,143450000000.000000,,143450000000.000000,,,-50494000000.000000,-1295000000.000000,-230000000.000000,-52019000000.000000,,,,,,,,91431000000.000000,,-683000000.000000,100765000000.000000,,,100082000000.000000
12M 2021,152901000000.000000,529407000000.000000,,-114626000000.000000,-247968000000.000000,-362594000000.000000,1934000000.000000,,,-6630000000.000000,-9216000000.000000,-15846000000.000000,152901000000.000000,108602000000.000000,-348975000000.000000,491651000000.000000,,,,,,,-68005000000.000000,,,,,102852000000.000000,-255000000.000000,,-68357000000.000000,-309000000.000000,108602000000.000000,-309847000000.000000,493500000000.000000,,,,26400000000.000000,,26400000000.000000,,,-65011000000.000000,-1101000000.000000,-135000000.000000,-66247000000.000000,,,,,-763500000000.000000,,,-309847000000.000000,,-48344000000.000000,100082000000.000000,,,51738000000.000000
12M 2022,196582000000.000000,606356000000.000000,,-97668000000.000000,-291904000000.000000,-389572000000.000000,1406000000.000000,,,-14804000000.000000,-6804000000.000000,-21608000000.000000,196582000000.000000,-224770000000.000000,-792904000000.000000,642629000000.000000,,,381000000.000000,,,,-833000000.000000,,,-675000000.000000,-2925000000.000000,898000000.000000,-18601000000.000000,,-52740000000.000000,,-224770000000.000000,167063000000.000000,,18000000000.000000,,,,,,,,-67098000000.000000,-1439000000.000000,,-68537000000.000000,,,,,,-2400000000.000000,220000000000.000000,167063000000.000000,,138875000000.000000,51738000000.000000,,,190613000000.000000
12M 2023,225847000000.000000,1080523000000.000000,,-100521000000.000000,-749405000000.000000,-849926000000.000000,6930000000.000000,7389000000.000000,,-5646000000.000000,-13423000000.000000,-19069000000.000000,225847000000.000000,-392406000000.000000,-627758000000.000000,735169000000.000000,,6223000000.000000,,,,,-25696000000.000000,-42482000000.000000,12871000000.000000,-7936000000.000000,,9969000000.000000,-52656000000.000000,9500000000.000000,-408177000000.000000,-1433000000.000000,-392406000000.000000,256582000000.000000,,47760000000.000000,,285815000000.000000,,,285815000000.000000,,-45242000000.000000,,-914000000.000000,,-46156000000.000000,,,,,-30837000000.000000,,,256582000000.000000,,90023000000.000000,190613000000.000000,,,280636000000.000000
12M 2024,379802000000.000000,1204468000000.000000,,-102179000000.000000,-685326000000.000000,-787505000000.000000,8994000000.000000,6735000000.000000,,-17929000000.000000,-34961000000.000000,-52890000000.000000,379802000000.000000,-311076000000.000000,-1065853000000.000000,870927000000.000000,,-14000000000.000000,,,,,-63733000000.000000,,,-6272000000.000000,,18310000000.000000,,2196000000.000000,-51958000000.000000,-693000000.000000,-311076000000.000000,-137347000000.000000,,,,,,,,,-45402000000.000000,,-983000000.000000,-76000000.000000,-46461000000.000000,-85123000000.000000,23655000000.000000,,17278000000.000000,-46696000000.000000,,,-137347000000.000000,,-68621000000.000000,280636000000.000000,,,212015000000.000000
