Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,469135.53,0.00,0.00,155.77 B,4.11%,5.33%,13.80%,18.84
12M 2020,0.00 B,877465.20,0.00,0.00,225.16 B,6.82%,8.86%,8.51%,19.81
12M 2021,0.00 B,170873.02,0.00,0.00,220.96 B,6.59%,8.17%,8.08%,14.06
12M 2022,7.41 B,13.91,15.38,2.51,239.22 B,5.34%,6.25%,7.26%,18.12
12M 2023,7.41 B,21.03,13.60,1.97,311.75 B,6.60%,8.74%,9.29%,14.14
12M 2024,7.41 B,34.05,10.40,2.18,394.19 B,9.54%,12.56%,11.43%,7.70
