Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,159 B,(167 B),(8 B),-56842.49
12M 2020,198 B,(112 B),86 B,628908.42
12M 2021,153 B,(68 B),85 B,134196.83
12M 2022,197 B,(53 B),144 B,19.41
12M 2023,226 B,(408 B),(182 B),-24.60
12M 2024,380 B,(52 B),328 B,44.23
