Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Investasi Pada Entitas Asosiasi,Aset Tetap,Tanah Untuk Dikembangkan,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank,Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,97463117853.000000,910947069.000000,910947069.000000,910947069.000000,452521919467.000000,9830845300.000000,560726829689.000000,,2500000000.000000,2500000000.000000,2500000000.000000,235122949697.000000,8489586181.000000,148170803495.000000,33494335.000000,125613517504.000000,519930351212.000000,1080657180901.000000,,,45005483646.000000,,139023500.000000,,38110896596.000000,38110896596.000000,26827120.000000,965694263.000000,5763042167.000000,45005483646.000000,7469302436.000000,7469302436.000000,7469302436.000000,52474786082.000000,,181715700000.000000,134234851591.000000,625061435374.000000,36343140000.000000,588718295374.000000,625061435374.000000,79836413821.000000,7333994033.000000,1028182394819.000000,1080657180901.000000,1817157.000000
12M 2022,,,160766054663.000000,2305556585.000000,2305556585.000000,2305556585.000000,433149830810.000000,10775067149.000000,606996509207.000000,,,,,296592588114.000000,8436197267.000000,159306981823.000000,31194400.000000,98599078807.000000,562966040411.000000,1169962549618.000000,,,37023073671.000000,,65640000.000000,,29665164214.000000,29665164214.000000,212784706.000000,1657418881.000000,5422065870.000000,37023073671.000000,11111377850.000000,11111377850.000000,11111377850.000000,48134451521.000000,,181715700000.000000,134234851591.000000,717567714672.000000,36343140000.000000,681224574672.000000,717567714672.000000,81166740801.000000,7143091033.000000,1121828098097.000000,1169962549618.000000,1817157.000000
12M 2023,,,198410397918.000000,1657169127.000000,1657169127.000000,1657169127.000000,444869071971.000000,15654537046.000000,660591176062.000000,,,,,345557903518.000000,8709804609.000000,161202256739.000000,40131072.000000,72860358791.000000,588370454729.000000,1248961630791.000000,,,49495901784.000000,,32850000.000000,,44909045082.000000,44909045082.000000,10050000.000000,1005357453.000000,3538599249.000000,49495901784.000000,12500259978.000000,12500259978.000000,12500259978.000000,61996161762.000000,,181715700000.000000,134234851591.000000,780458586060.000000,36343140000.000000,744115446060.000000,780458586060.000000,83224213555.000000,7332117823.000000,1186965469029.000000,1248961630791.000000,1817157.000000
12M 2024,,,59240477580.000000,916519996.000000,916519996.000000,916519996.000000,441146360816.000000,22943004820.000000,524246363212.000000,,,,,357565329423.000000,8728417851.000000,162868725708.000000,44166667.000000,155437925484.000000,684644565133.000000,1208890928345.000000,,,12671447486.000000,2000000000.000000,613380299.000000,,5159846420.000000,5159846420.000000,863733198.000000,543420606.000000,3491066963.000000,12671447486.000000,6447874836.000000,6447874836.000000,6447874836.000000,19119322322.000000,,181715700000.000000,133910704216.000000,779244898772.000000,36343140000.000000,742901758772.000000,779244898772.000000,87732377362.000000,7167925673.000000,1189771606023.000000,1208890928345.000000,1817157000.000000
