Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,44798.77,0.00,0.00,93.92 B,7.53%,8.58%,17.92%,
12M 2022,0.00 B,50173.39,0.00,0.00,93.10 B,7.79%,8.76%,8.51%,
12M 2023,0.00 B,46026.99,0.00,0.00,92.02 B,6.70%,7.58%,7.82%,
12M 2024,1.82 B,32.31,0.00,0.00,54.53 B,4.86%,5.33%,4.47%,
