Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2018,,,,,,,,,,,,,,,0.0
12M 2019,,,,,,,,,2.04,1.82,0.07,0.03,,,0.0
12M 2020,,,,,,,,,1.7,1.6,0.09,0.08,,,0.0
12M 2021,,,,,,,,,0.85,0.96,0.04,0.04,,,0.0
12M 2022,,,696.04,,,,,,2.98,3.44,0.1,0.1,,,0.0
12M 2023,,,578.14,,,,,,2.08,2.17,0.05,0.05,,,0.0
12M 2024,,,215.52,,,,,,0.28,0.44,,0.01,,,0.0
