Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(3 B),(6 B),(9 B),-619678.11
12M 2019,(18 B),(1 B),(19 B),-18.21
12M 2020,(6 B),(8 B),(14 B),-10.27
12M 2021,(37 B),(2 B),(39 B),-28.76
12M 2022,6 B,(2 B),4 B,2.64
12M 2023,5 B,(2 B),3 B,2.23
12M 2024,(9 B),(0 B),(9 B),-6.58
