Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Jasa Manajemen,Penerimaan Peghasilan Dividen Dan Bunga,Pendapatan Kegiatan Penjamin Emisi,Penerimaan Bunga,Penerimaan (Pembayaran) Dari Nasabah,Penjualan Portofolio Efek,Perolehan Portofolio Efek,Penerimaan Komisi Transaksi,Penerimaan Komisi Dari Pinjam Meminjam,Penerimaan (Pembayaran) Kepada Lembaga Kliring Dan Penjaminan,Penerimaan Komisi Perantara Perdagangan Efek,Pembayaran Kepada Karyawan,Penerimaan (Pembayaran) Untuk Aktivitas Operasi Lainnya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penjualan Aset Tetap,Penurunan (Kenaikan) Piutang Lain-Lain,Penempatan Deposito Berjangka,Penambahan Aset Tidak Berwujud,Perolehan,Portofolio Efek - Diukur Pada Nilai Wajar Melalui Laba Rugi,Portofolio Efek - Tersedia Untuk Dijual,Investasi Dalam Saham,Penyertaan Pada Bursa Efek Indonesia,Total Perolehan,Penjualan,Portofolio Efek - Diukur Pada Nilai Wajar Melalui Laba Rugi,Portofolio Efek - Tersedia Untuk Dijual,Investasi Dalam Saham,Total Penjualan,Uang Muka Pembelian Aset,Pembayaran Jaminan Dan Deposit,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Peningkatan Modal Disetor,Penerimaan Pihak Berelasi Dan Pihak Ketiga,Hasil Penawaran Umum Perdana Dikurangi Biaya Penerbitan Saham,Penerimaan Sehubungan Dengan Waran,Penerimaan Atas Pengalihan Modal Saham Entitas Anak Yang Menjadi Bagian Kepentingan Nonpengendali,Pelunasan Utang Bank Jangka Pendek,Pembayaran Atas Pengalihan Modal Saham Entitas Anak Dari Kepentingan Nonpengendali,Kenaikan Utang Lain-Lain,Pembayaran Utang Lain-Lain,Pembayaran Beban Keuangan,Pembayaran Liabilitas Sewa,Pembayaran Bunga Liabilitas Sewa,Penerimaan Dari Kepentingan Non Pengendali Pada Anak Yang Didirikan,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Perubahan Pada Dana Yang Dibatasi Penggunaannya,Dampak Penyesuaian Proforma Dari Transaksi Kombinasi Bisnis Entitas Sepengendali,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,-3447193346.000000,12735000000.000000,858125195.000000,,,179630992.000000,,,,21342000.000000,-1264791645.000000,149801002.000000,-4769518188.000000,-11356782702.000000,-3447193346.000000,26186534955.000000,-5847978362.000000,,,-10000000000.000000,,,-18772633983.000000,-25583167000.000000,-100000000.000000,-2500000000.000000,-46955800983.000000,,,93555164500.000000,580000000.000000,94135164500.000000,,-5144850200.000000,26186534955.000000,-3139156384.000000,2000000000.000000,,,,,-4800000000.000000,,,,-340156384.000000,,,1000000.000000,-3139156384.000000,19600185225.000000,,,2215157770.000000,21815342995.000000
12M 2019,-18034588929.000000,5097045455.000000,2557817005.000000,3376076000.000000,,-17247462781.000000,,,,384804125.000000,2925864889.000000,2497246058.000000,-9046550076.000000,-8579429604.000000,-18034588929.000000,6388334196.000000,-1310575014.000000,,,-20000000000.000000,,,-39448670170.000000,-7999268500.000000,-3687500000.000000,,-51135438670.000000,,49364936409.000000,25007290434.000000,4800000000.000000,79172226843.000000,,-337878963.000000,6388334196.000000,38671072590.000000,,,38231471500.000000,23500.000000,,,,,,-35422410.000000,,,475000000.000000,38671072590.000000,27024817857.000000,,,21815342995.000000,48840160852.000000
12M 2020,-6095465754.000000,4789500000.000000,2977302080.000000,3648908000.000000,,10516125179.000000,,,,,3962354665.000000,4530533138.000000,-9370534429.000000,-27149654387.000000,-6095465754.000000,-82615283081.000000,-5843764450.000000,254708126.000000,-45880000000.000000,,-2031480000.000000,,-119832403679.000000,-7113749750.000000,,,-126946153429.000000,,82455809097.000000,15418496108.000000,,97874305205.000000,,-42898533.000000,-82615283081.000000,70305982736.000000,,,,69896971435.000000,62500000.000000,,,,,,-1807260943.000000,-250377756.000000,2404150000.000000,70305982736.000000,-18404766099.000000,,,49500335120.000000,31095569021.000000
12M 2021,-37248511363.000000,1560000000.000000,2268944328.000000,8273450000.000000,,-24474891053.000000,,,,,-9375963379.000000,1056495556.000000,-11574014487.000000,-4982532328.000000,-37248511363.000000,29577591021.000000,-1818740079.000000,,38430000000.000000,,-49850000.000000,,-30668075800.000000,-51413459800.000000,-7101562500.000000,,-89183098100.000000,,25457976800.000000,56744956400.000000,,82202933200.000000,,-3654000.000000,29577591021.000000,25320704035.000000,,27151505979.000000,,,,,,,,,,-1830801944.000000,,25320704035.000000,17649783693.000000,,,31095569021.000000,48745352714.000000
12M 2022,5627724895.000000,2475000000.000000,6103635745.000000,9309597249.000000,,2788367549.000000,,,1981284349.000000,,6665485069.000000,11313662267.000000,-16317050597.000000,-18692256736.000000,5627724895.000000,271175917.000000,-1354528283.000000,,-1000000000.000000,,-687596000.000000,,-64094197500.000000,-39791040000.000000,,,-103885237500.000000,,54637240000.000000,52561297700.000000,,107198537700.000000,,,271175917.000000,4942325591.000000,,-2244588328.000000,,,,,-1499000000.000000,,,,-1876262081.000000,,10562176000.000000,4942325591.000000,10841226403.000000,,,48745352714.000000,59586579117.000000
12M 2023,4780897355.000000,4362500000.000000,2035051004.000000,6909000000.000000,,-19448847263.000000,8029105168.000000,-8331395968.000000,3673180307.000000,,34102236873.000000,6934914701.000000,-19555589609.000000,-13929257858.000000,4780897355.000000,-31221742375.000000,-1324867318.000000,20000000.000000,18880020000.000000,,-426985657.000000,,-42896277900.000000,-57683503400.000000,,,-100579781300.000000,,5171572000.000000,47010429900.000000,,52182001900.000000,,27870000.000000,-31221742375.000000,11947277091.000000,,-26600473898.000000,,,,,,,,,-1815517572.000000,-126023839.000000,40489292400.000000,11947277091.000000,-14493567929.000000,-500000000.000000,,59586579117.000000,44593011188.000000
12M 2024,-8583632500.000000,3053850000.000000,40217259.000000,3100000000.000000,,45249218337.000000,186236000.000000,-186236000.000000,2061088605.000000,,-35166298618.000000,4900753184.000000,-20241232062.000000,-11581229205.000000,-8583632500.000000,2267791233.000000,-365267678.000000,20000.000000,-2310203500.000000,,,,-1336150000.000000,-6101382610.000000,,,-7437532610.000000,,5462778821.000000,7026166200.000000,,12488945021.000000,,-108170000.000000,2267791233.000000,2568556620.000000,,4000000000.000000,,,,,,,,,-1387592660.000000,-43850720.000000,,2568556620.000000,-3747284647.000000,,,44593011188.000000,40845726541.000000
