Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,1417879.28,0.00,1376043.32,,,,,
12M 2014,0.00,123.97,0.00,121.23,,,,,
12M 2015,1.16,103.01,1.19,101.20,,,,,
12M 2016,0.64,104.61,0.65,103.04,,,,,
12M 2017,1.01,109.67,1.02,108.49,,,,,
12M 2018,2.32,74.49,2.35,73.47,,,,,
12M 2019,1.74,71.64,1.77,70.81,,,,,
12M 2020,5.10,82.94,5.17,81.84,,,,,
12M 2021,63.42,111.55,63.60,111.25,,,,,
12M 2022,5.98,295.04,6.04,292.19,,,,,
12M 2023,4.07,316.84,4.11,314.08,,,,,
12M 2024,2.09,334.36,2.11,331.97,,,,,
