Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,103.39,7.66,103.39,7.66,37 B,20 B,57 B,55 B,(8 B)
12M 2009,78.28,11.14,78.28,11.14,19 B,30 B,49 B,31 B,8 B
12M 2010,61.85,13.84,61.85,13.84,26 B,21 B,47 B,17 B,14 B
12M 2011,33.02,24.47,33.02,24.47,19 B,,19 B,(6 B),26 B
12M 2012,35.63,36.94,35.63,36.94,12 B,7 B,20 B,(13 B),50 B
12M 2013,27.35,43.47,27.35,43.47,13 B,5 B,17 B,(33 B),73 B
12M 2014,0.86,215.16,0.97,191.10,15 B,,15 B,(33 B),87 B
12M 2015,1.38,90.17,1.38,90.17,10 B,,10 B,(70 B),101 B
12M 2016,0.84,72.22,0.84,72.22,10 B,,10 B,(6 B),85 B
12M 2017,0.81,62.10,0.81,62.10,10 B,,10 B,(11 B),31 B
12M 2018,0.87,57.62,0.87,57.62,10 B,,10 B,(11 B),37 B
12M 2019,-9.03,-5.65,-9.03,-5.65,10 B,,10 B,3 B,6 B
12M 2020,-26.17,-4.93,-26.17,-4.93,10 B,,10 B,5 B,(14 B)
12M 2021,4.99,46.52,7.66,30.27,10 B,0 B,11 B,(4 B),21 B
12M 2022,1.67,101.98,2.46,68.98,13 B,1 B,14 B,(117 B),133 B
12M 2023,1.70,111.53,2.42,78.54,9 B,0 B,9 B,(143 B),175 B
12M 2024,1.44,110.72,2.05,77.73,3 B,0 B,3 B,(126 B),178 B
