Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(35 B),(10 B),(44 B),-42.24
12M 2019,(366 B),(8 B),(373 B),-177.81
12M 2020,(820 B),(6 B),(826 B),-393.33
12M 2021,900 B,(16 B),883 B,420.65
12M 2022,"(1,321 B)",(6 B),"(1,327 B)",-631.93
12M 2023,(875 B),(2 B),(877 B),-417.71
12M 2024,(604 B),(6 B),(610 B),-290.37
