Period,Aset,Kas Dan Setara Kas,Piutang Premi,Aset Reasuransi,Piutang Lain-Lain,Aset Tetap,Others,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Utang Reasuransi,Beban Akrual,Utang Pajak,Liabilitas Pajak Tangguhan,Utang Lain-Lain,Others,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,744579000000.0,38481000000.0,16973000000.0,10102000000.0,206672000000.0,14537682000000.0,15554489000000.0,,,14040000000.0,48524000000.0,2595000000.0,26667000000.0,403997000000.0,7852167000000.0,8347990000000.0,,105000000000.0,6947500000000.0,271684000000.0,-117685000000.0,7206499000000.0,15554489000000.0,1050000000.0
12M 2019,,681866000000.0,45334000000.0,8983000000.0,15705000000.0,176847000000.0,15305689000000.0,16234424000000.0,,,8775000000.0,43220000000.0,3927000000.0,34246000000.0,191518000000.0,8187063000000.0,8468749000000.0,,210000000000.0,6842500000000.0,476527000000.0,236648000000.0,7765675000000.0,16234424000000.0,2100000000.0
12M 2020,,825427000000.0,50500000000.0,10429000000.0,10958000000.0,159094000000.0,14791148000000.0,15847556000000.0,,,6299000000.0,71752000000.0,2833000000.0,63998000000.0,115692000000.0,7539659000000.0,7800233000000.0,,210000000000.0,6842500000000.0,659642000000.0,335181000000.0,8047323000000.0,15847556000000.0,2100000000.0
12M 2021,,1524001000000.0,23729000000.0,43565000000.0,9227000000.0,190475000000.0,14553770000000.0,16344767000000.0,,,46216000000.0,77216000000.0,4898000000.0,48622000000.0,156044000000.0,8444155000000.0,8777151000000.0,,210000000000.0,6842500000000.0,220661000000.0,294455000000.0,7567616000000.0,16344767000000.0,2100000000.0
12M 2022,,1363572000000.0,53968000000.0,34267000000.0,14520000000.0,175816000000.0,13894299000000.0,15536442000000.0,,,17562000000.0,91600000000.0,6728000000.0,31065000000.0,229676000000.0,7475241000000.0,7851872000000.0,,210000000000.0,6842500000000.0,381538000000.0,250532000000.0,7684570000000.0,15536442000000.0,2100000000.0
12M 2023,,780815000000.0,48592000000.0,59745000000.0,22416000000.0,155457000000.0,13886931000000.0,14953956000000.0,,,51227000000.0,93919000000.0,8678000000.0,36765000000.0,299805000000.0,6972027000000.0,7462421000000.0,,210000000000.0,6842500000000.0,137996000000.0,301039000000.0,7491535000000.0,14953956000000.0,2100000000.0
12M 2024,,668876000000.0,68495000000.0,68721000000.0,32870000000.0,168809000000.0,13583655000000.0,14591426000000.0,,,72509000000.0,112720000000.0,4659000000.0,28907000000.0,240097000000.0,6477372000000.0,6936264000000.0,,210000000000.0,6842500000000.0,419159000000.0,183503000000.0,7655162000000.0,14591426000000.0,2100000000.0
