Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Investasi Jangka Pendek,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Beban Akrual,Utang Pajak,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,1754396000.000000,953676000.000000,953676000.000000,,953676000.000000,,,,,4100000000.000000,5775509000.000000,12583581000.000000,,8211079000.000000,386802000.000000,904500000.000000,9502381000.000000,22085962000.000000,,,8577277000.000000,6695182000.000000,,,1882095000.000000,,8577277000.000000,1758190000.000000,1758190000.000000,1758190000.000000,10335467000.000000,,8744500000.000000,,3005996000.000000,,,3005996000.000000,,,11750496000.000000,22085963000.000000,34978.000000
12M 2021,,,7023637000.000000,2148415000.000000,2148415000.000000,,2148415000.000000,,,,,,66224000.000000,9238276000.000000,,10981742000.000000,539963000.000000,904500000.000000,12426205000.000000,21664481000.000000,,,3635767000.000000,1132479000.000000,,,2503288000.000000,,3635767000.000000,2454378000.000000,2454378000.000000,2454378000.000000,6090145000.000000,,8744500000.000000,,6829836000.000000,,,6829836000.000000,,,15574336000.000000,21664481000.000000,34978.000000
12M 2022,,,6155139000.000000,2262276000.000000,2262276000.000000,,2262276000.000000,,,,,32000000000.000000,233473000.000000,40650888000.000000,,18523302000.000000,535097000.000000,904500000.000000,19962899000.000000,60613787000.000000,,,5786650000.000000,4831657000.000000,,211700000.000000,743293000.000000,,5786650000.000000,2432260000.000000,2432260000.000000,2432260000.000000,8218910000.000000,,12500000000.000000,30403200000.000000,9455834000.000000,1800000000.000000,7655834000.000000,9455834000.000000,,35843000.000000,52394877000.000000,60613787000.000000,2500000000.000000
12M 2023,,,14962795000.000000,1891235000.000000,1891235000.000000,,1891235000.000000,,,,,,4923281000.000000,21777311000.000000,,22291820000.000000,650838000.000000,22708000000.000000,45650658000.000000,67427969000.000000,,,2068699000.000000,949627000.000000,199800000.000000,583019000.000000,336253000.000000,,2068699000.000000,2958356000.000000,2958356000.000000,2958356000.000000,5027055000.000000,,12744132000.000000,35041711000.000000,14587210000.000000,2550000000.000000,12037210000.000000,14587210000.000000,200000.000000,27661000.000000,62400914000.000000,67427969000.000000,2548826428.000000
12M 2024,,,11517756000.000000,1751933000.000000,1751933000.000000,,1751933000.000000,,,,,15368000000.000000,510854000.000000,29148543000.000000,,19487771000.000000,746011000.000000,11250000000.000000,31483782000.000000,60632325000.000000,,,2954258000.000000,1525280000.000000,,583019000.000000,194927000.000000,651032000.000000,2954258000.000000,2739929000.000000,2739929000.000000,2739929000.000000,5694187000.000000,,12744132000.000000,35041711000.000000,6597579000.000000,2550000000.000000,4047579000.000000,6597579000.000000,200000.000000,554516000.000000,54938138000.000000,60632325000.000000,2548826428.000000
