Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Others,Total Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,11894481633.000000,9888217977.000000,9888217977.000000,,9888217977.000000,,,,122743461251.000000,7562867116.000000,152089027977.000000,,2063959599.000000,743698380.000000,51816465697.000000,11191809276.000000,65815932952.000000,217904960929.000000,,,160540147833.000000,79625061338.000000,,71856455847.000000,1835069444.000000,73691525291.000000,,,,155999159.000000,362370000.000000,,6152785267.000000,,32406778.000000,6185192045.000000,520000000.000000,160540147833.000000,19980349319.000000,,9050534000.000000,9050534000.000000,,7955021801.000000,,,7955021801.000000,2974793518.000000,19980349319.000000,180520497152.000000,,2500000000.000000,6067300021.000000,6067300021.000000,6067300021.000000,8824362066.000000,,8824362066.000000,8824362066.000000,,19992801690.000000,37384463777.000000,217904960929.000000,2500.000000
12M 2018,,,8648530217.000000,21008029432.000000,21008029432.000000,,21008029432.000000,,,,115984296079.000000,4975838943.000000,150616694671.000000,,2435145645.000000,985187373.000000,51218312503.000000,9469854518.000000,64108500039.000000,214725194710.000000,,,160785287454.000000,86244312922.000000,,66194805826.000000,1922726581.000000,68117532407.000000,,,,158597331.000000,729292516.000000,,5040172279.000000,,211541546.000000,5251713825.000000,283838453.000000,160785287454.000000,12255413843.000000,,7633086850.000000,7633086850.000000,,601557848.000000,80019653.000000,,681577501.000000,3940749492.000000,12255413843.000000,173040701297.000000,,2500000000.000000,7238603123.000000,7238603123.000000,7238603123.000000,12257990895.000000,,12257990895.000000,12257990895.000000,,19687899395.000000,41684493413.000000,214725194710.000000,2500.000000
12M 2019,,,8638798979.000000,23368353263.000000,23065094019.000000,303259244.000000,23368353263.000000,,,,119231480115.000000,72429344237.000000,223667976594.000000,,3224215465.000000,1525517027.000000,59884406485.000000,7837929119.000000,72472068096.000000,296140044690.000000,,,163692728971.000000,67314486704.000000,,91755915095.000000,2328759783.000000,94084674878.000000,,,,492443145.000000,824551779.000000,,718224515.000000,,178247650.000000,896472165.000000,80100300.000000,163692728971.000000,15622367741.000000,,7000000000.000000,7000000000.000000,,3883333333.000000,176464240.000000,,4059797573.000000,4562570168.000000,15622367741.000000,179315096712.000000,,73200000000.000000,7686048730.000000,7686048730.000000,7686048730.000000,15981199656.000000,,15981199656.000000,15981199656.000000,77551777.000000,19880147815.000000,116824947978.000000,296140044690.000000,1830000000.000000
12M 2020,,,6579681086.000000,16847215032.000000,16494706513.000000,352508519.000000,16847215032.000000,1236111105.000000,1236111105.000000,1236111105.000000,127389248057.000000,8650205094.000000,160702460374.000000,,5805563121.000000,2022069744.000000,145008574011.000000,5051934057.000000,157888140933.000000,318590601307.000000,,,172759950273.000000,76426799641.000000,,85834315802.000000,1376261151.000000,87210576953.000000,,,,875739749.000000,1458099826.000000,,5049907670.000000,,137222490.000000,5187130160.000000,1601603944.000000,172759950273.000000,20156615013.000000,,5300000000.000000,5300000000.000000,,8577487437.000000,39241749.000000,,8616729186.000000,6239885827.000000,20156615013.000000,192916565286.000000,,73200000000.000000,7686048730.000000,7686048730.000000,7686048730.000000,25370401482.000000,2000000000.000000,23370401482.000000,25370401482.000000,125027052.000000,19292558757.000000,125674036021.000000,318590601307.000000,1830000000.000000
12M 2021,,,6826052023.000000,19598869166.000000,19411369938.000000,187499228.000000,19598869166.000000,642777771.000000,642777771.000000,642777771.000000,150614570738.000000,7308191605.000000,184990461303.000000,,12010025947.000000,2149249742.000000,189051450409.000000,35473635966.000000,238684362064.000000,423674823367.000000,,,214309760854.000000,111724172780.000000,,89165873154.000000,2891232384.000000,92057105538.000000,,,,1841719752.000000,647186360.000000,,5142289084.000000,,39241749.000000,5181530833.000000,2858045591.000000,214309760854.000000,29749528037.000000,,,,,22962289310.000000,,,22962289310.000000,6787238727.000000,29749528037.000000,244059288891.000000,,91500000000.000000,32127986230.000000,32127986230.000000,32127986230.000000,35839315835.000000,4000000000.000000,31839315835.000000,35839315835.000000,397945928.000000,19750286483.000000,179615534476.000000,423674823367.000000,2287500000.000000
12M 2022,,,13976092530.000000,23656756778.000000,22495281472.000000,1161475306.000000,23656756778.000000,1918588895.000000,1918588895.000000,1918588895.000000,159037252063.000000,13600672208.000000,212189362474.000000,,13998974857.000000,1963581642.000000,189762843991.000000,12299613192.000000,218025013682.000000,430214376156.000000,,,208554013948.000000,66994660910.000000,,119590136455.000000,1843715943.000000,121433852398.000000,,,,1504054510.000000,1202381646.000000,,7649005713.000000,3277777780.000000,83382000.000000,11010165493.000000,6408898991.000000,208554013948.000000,24655866158.000000,,,,,18880085858.000000,,,18880085858.000000,5775780300.000000,24655866158.000000,233209880106.000000,,91500000000.000000,32127986230.000000,32127986230.000000,32127986230.000000,48412820269.000000,4000000000.000000,44412820269.000000,48412820269.000000,496989615.000000,24466699936.000000,197004496050.000000,430214376156.000000,2287500000.000000
12M 2023,,,11394671479.000000,23095657102.000000,22758830312.000000,336826790.000000,23095657102.000000,2314322575.000000,2314322575.000000,2314322575.000000,171252781239.000000,7778149812.000000,215835582207.000000,,17202514201.000000,2004606929.000000,201137992197.000000,14810945909.000000,235156059236.000000,450991641443.000000,,,222759848340.000000,73425427046.000000,,126709049775.000000,1742632190.000000,128451681965.000000,,,,2356012499.000000,1011540930.000000,,7970681083.000000,1666666671.000000,375170794.000000,10012518548.000000,7502667352.000000,222759848340.000000,17442395403.000000,,,,,10896834705.000000,,662520755.000000,11559355460.000000,5883039943.000000,17442395403.000000,240202243743.000000,,91500000000.000000,32127986230.000000,,32127986230.000000,61351094334.000000,4000000000.000000,57351094334.000000,61351094334.000000,612797729.000000,25197519407.000000,210789397700.000000,450991641443.000000,2287500000.000000
12M 2024,,,8511445188.000000,21261452641.000000,20762468533.000000,498984108.000000,21261452641.000000,8505149256.000000,8505149256.000000,8505149256.000000,202624331254.000000,6845067547.000000,247747445886.000000,,21444396855.000000,2491698397.000000,212430428379.000000,13316813133.000000,249683336764.000000,497430782650.000000,,,254829720979.000000,80661136312.000000,,144291493626.000000,1140240769.000000,145431734395.000000,,,,2174475309.000000,296002297.000000,,10586493263.000000,1100000000.000000,675182424.000000,12361675687.000000,13904696979.000000,254829720979.000000,15838052533.000000,,,,,8304046155.000000,,698638100.000000,9002684255.000000,6835368278.000000,15838052533.000000,270667773512.000000,,115930467720.000000,7697518510.000000,7697518510.000000,7697518510.000000,77045479701.000000,8000000000.000000,69045479701.000000,77045479701.000000,777200531.000000,25312342676.000000,226763009138.000000,497430782650.000000,2898261693.000000
