Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,3 B,(2 B),1 B,324455.62
12M 2018,3 B,(1 B),1 B,569157.87
12M 2019,32 B,(80 B),(48 B),-26.23
12M 2020,4 B,(20 B),(16 B),-8.75
12M 2021,4 B,(51 B),(47 B),-20.39
12M 2022,31 B,(5 B),27 B,11.63
12M 2023,13 B,(11 B),2 B,0.68
12M 2024,16 B,(21 B),(5 B),-1.60
