Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Investasi Pada Entitas Asosiasi,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tetap,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Utang Pajak,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pemegang Saham,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,418187223.000000,8171273300.000000,8171273300.000000,,8171273300.000000,13523500.000000,13523500.000000,,13523500.000000,10466410139.000000,,1145595411.000000,20214989573.000000,,430482659.000000,7244245111.000000,,7244245111.000000,15560835099.000000,15560835099.000000,15560835099.000000,390500000.000000,23626062869.000000,43841052442.000000,,,34267842978.000000,,8562365599.000000,,8562365599.000000,1649205944.000000,2017427563.000000,19496620143.000000,,118095390.000000,118095390.000000,2424128339.000000,34267842978.000000,2654308493.000000,1126359356.000000,,,,1527949137.000000,2654308493.000000,36922151471.000000,,550000000.000000,3826524514.000000,2542376457.000000,,2542376457.000000,2542376457.000000,,,6918900971.000000,43841052442.000000,550.000000
12M 2018,,,1305074128.000000,18822503220.000000,18627503220.000000,195000000.000000,18822503220.000000,168460500.000000,168460500.000000,,168460500.000000,19947830232.000000,492800000.000000,1947981451.000000,42684649531.000000,,481821825.000000,8444594207.000000,,8444594207.000000,15460835099.000000,15460835099.000000,15460835099.000000,1260600000.000000,25647851131.000000,68332500662.000000,,,56676733864.000000,,18493774336.000000,,18493774336.000000,1653223977.000000,787949493.000000,34587122677.000000,,382621663.000000,382621663.000000,772041718.000000,56676733864.000000,3277621897.000000,1126359356.000000,417956741.000000,,417956741.000000,1733305800.000000,3277621897.000000,59954355761.000000,,550000000.000000,3826524514.000000,3924235750.000000,,3924235750.000000,3924235750.000000,,77384637.000000,8378144901.000000,68332500662.000000,550.000000
12M 2019,,,694237458.000000,7939888501.000000,7744888501.000000,195000000.000000,7939888501.000000,107900004.000000,107900004.000000,,107900004.000000,20428973855.000000,492800000.000000,2284765192.000000,31948565010.000000,,551491504.000000,8522137920.000000,,8522137920.000000,25491007876.000000,25491007876.000000,25491007876.000000,,34564637300.000000,66513202310.000000,,,53769925686.000000,,13511775035.000000,,13511775035.000000,2797024243.000000,156937599.000000,36058417002.000000,,174830122.000000,174830122.000000,1070941685.000000,53769925686.000000,2926863958.000000,710467901.000000,204411541.000000,,204411541.000000,2011984516.000000,2926863958.000000,56696789644.000000,,550000000.000000,3826524514.000000,5304804796.000000,,5304804796.000000,5304804796.000000,,135083356.000000,9816412666.000000,66513202310.000000,550.000000
12M 2020,,,501927084.000000,4120065213.000000,4120065213.000000,,4120065213.000000,14828004.000000,14828004.000000,,14828004.000000,18208530001.000000,,1732261715.000000,24577612017.000000,,1775283717.000000,58546641277.000000,,58546641277.000000,2560605865.000000,2560605865.000000,2560605865.000000,715172570.000000,63597703429.000000,88175315446.000000,,,55495034858.000000,,15074391768.000000,,15074391768.000000,948580848.000000,459577571.000000,37296244192.000000,,157322422.000000,157322422.000000,1558918057.000000,55495034858.000000,2677051463.000000,,,37881588.000000,37881588.000000,2639169875.000000,2677051463.000000,58172086321.000000,,25550000000.000000,3826524514.000000,630024732.000000,,630024732.000000,630024732.000000,,-3320121.000000,30003229125.000000,88175315446.000000,1277500000.000000
12M 2021,,,620543972.000000,11744057595.000000,11744057595.000000,,11744057595.000000,362318375.000000,362318375.000000,,362318375.000000,47497052872.000000,,49044813988.000000,109268786802.000000,,3121615413.000000,69216736685.000000,,69216736685.000000,,,,39028300.000000,72377380398.000000,181646167200.000000,,,58150007533.000000,,16555087197.000000,,16555087197.000000,3606659670.000000,493628982.000000,34652383106.000000,,37881588.000000,37881588.000000,2804366990.000000,58150007533.000000,2503814896.000000,,,,,2503814896.000000,2503814896.000000,60653822429.000000,,42583340000.000000,82883773162.000000,-4762938429.000000,,-4762938429.000000,-4762938429.000000,10258902.000000,277911136.000000,120992344771.000000,181646167200.000000,2129167000.000000
12M 2022,,,139412416.000000,15838893993.000000,15838893993.000000,,15838893993.000000,,,,,47213170324.000000,,50512457158.000000,113703933891.000000,,3039309389.000000,66469399218.000000,,66469399218.000000,,,,213570300.000000,69722278907.000000,183426212798.000000,,,59614978219.000000,,16381256977.000000,,16381256977.000000,846746294.000000,2363322144.000000,37240862584.000000,,45734744.000000,45734744.000000,2737055476.000000,59614978219.000000,2052856251.000000,,,91469488.000000,91469488.000000,1961386763.000000,2052856251.000000,61667834470.000000,,42583340000.000000,82883773162.000000,-4625627482.000000,,-4625627482.000000,-4625627482.000000,13606419.000000,903286229.000000,121758378328.000000,183426212798.000000,2129167000.000000
12M 2023,,,91527902.000000,4215261428.000000,4215261428.000000,,4215261428.000000,,,,,45220505461.000000,,63556555187.000000,113083849978.000000,,4946848778.000000,63811691968.000000,,63811691968.000000,,,,126855004.000000,68885395750.000000,181969245728.000000,,,64886421911.000000,,4782452115.000000,,4782452115.000000,731547113.000000,2267390347.000000,55205670884.000000,,28532052.000000,28532052.000000,1870829400.000000,64886421911.000000,2033588225.000000,,,29009554.000000,29009554.000000,2004578671.000000,2033588225.000000,66920010136.000000,,42607204020.000000,83098549342.000000,-11806740023.000000,,-11806740023.000000,-11806740023.000000,11448913.000000,1138773340.000000,115049235592.000000,181969245728.000000,2130360201.000000
12M 2024,,,14530378.000000,11904976400.000000,11904976400.000000,,11904976400.000000,,,,,27267268337.000000,,55516008153.000000,94702783268.000000,,9389979818.000000,62008595880.000000,,62008595880.000000,,,,146650004.000000,71545225702.000000,166248008970.000000,,,72850104587.000000,,4459610367.000000,,4459610367.000000,1142736638.000000,1870053586.000000,63284549871.000000,,26678606.000000,26678606.000000,2066475519.000000,72850104587.000000,1156602860.000000,,,,,1156602860.000000,1156602860.000000,74006707447.000000,,42607204020.000000,83098549342.000000,-34702496921.000000,,-34702496921.000000,-34702496921.000000,2252399.000000,1235792683.000000,92241301523.000000,166248008970.000000,2130360201.000000
