Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,88627295622.000000,-71855958591.000000,16771337031.000000,-14484605611.000000,,,-14484605611.000000,2286731420.000000,-2091756321.000000,-2269431681.000000,,177675360.000000,-2091756321.000000,194975099.000000,-112236841.000000,,,-112236841.000000,82738258.000000,,82738258.000000,82738258.000000,82738258.000000,,82738258.000000,82738258.000000,82738258.000000,,82738258.000000
12M 2018,98821965402.000000,-79951142742.000000,18870822660.000000,-12920124506.000000,,,-12920124506.000000,5950698154.000000,-3833478406.000000,-2390653193.000000,,-1442825213.000000,-3833478406.000000,2117219748.000000,-735360455.000000,,,-735360455.000000,1381859293.000000,77384637.000000,1459243930.000000,1381859293.000000,1381859293.000000,,1381859293.000000,1459243930.000000,1459243930.000000,,1459243930.000000
12M 2019,62516725292.000000,-48713380234.000000,13803345058.000000,-8535584629.000000,,,-8535584629.000000,5267760429.000000,-3398221683.000000,-3431999684.000000,,33778001.000000,-3398221683.000000,1869538746.000000,-488969700.000000,,,-488969700.000000,1380569046.000000,57698719.000000,1438267765.000000,1380569046.000000,1380569046.000000,,1380569046.000000,1438267765.000000,1438267765.000000,,1438267765.000000
12M 2020,29688969391.000000,-23055374291.000000,6633595100.000000,-8588208311.000000,,,-8588208311.000000,-1954613211.000000,-3897994836.000000,-3643596559.000000,,-254398277.000000,-3897994836.000000,-5852608047.000000,1177827983.000000,,1177827983.000000,1177827983.000000,-4674780064.000000,-138403477.000000,-4813183541.000000,-4674780064.000000,-4674780064.000000,,-4674780064.000000,-4813183541.000000,-4813183541.000000,,-4813183541.000000
12M 2021,50234984440.000000,-43110832554.000000,7124151886.000000,-9971517907.000000,,,-9971517907.000000,-2847366021.000000,-3970991571.000000,-4053715077.000000,82723506.000000,,-3970991571.000000,-6818357592.000000,1425653333.000000,,1425653333.000000,1425653333.000000,-5392704259.000000,281231257.000000,-5111473002.000000,-5392704259.000000,-5392963161.000000,258902.000000,-5392704259.000000,-5111473002.000000,-5111731904.000000,258902.000000,-5111473002.000000
12M 2022,87252106212.000000,-72108327976.000000,15143778236.000000,-11461468973.000000,,,-11461468973.000000,3682309263.000000,-3635732621.000000,-3868603841.000000,232871220.000000,,-3635732621.000000,46576642.000000,94081822.000000,,94081822.000000,94081822.000000,140658464.000000,625375093.000000,766033557.000000,140658464.000000,137310947.000000,3347517.000000,140658464.000000,766033557.000000,762686040.000000,3347517.000000,766033557.000000
12M 2023,38903062846.000000,-33494660103.000000,5408402743.000000,-10689560276.000000,,,-10689560276.000000,-5281157533.000000,-3876071344.000000,-3930615005.000000,52349911.000000,2193750.000000,-3876071344.000000,-9157228877.000000,1973958830.000000,,1973958830.000000,1973958830.000000,-7183270047.000000,235487111.000000,-6947782936.000000,-7183270047.000000,-7181112541.000000,-2157506.000000,-7183270047.000000,-6947782936.000000,-6945625430.000000,-2157506.000000,-6947782936.000000
12M 2024,19524117496.000000,-28525025105.000000,-9000907609.000000,-7905213881.000000,,,-7905213881.000000,-16906121490.000000,-10469327392.000000,-10513522007.000000,45880015.000000,-1685400.000000,-10469327392.000000,-27375448882.000000,4470495470.000000,,4470495470.000000,4470495470.000000,-22904953412.000000,97019343.000000,-22807934069.000000,-22904953412.000000,-22895756898.000000,-9196514.000000,-22904953412.000000,-22807934069.000000,-22798737555.000000,-9196514.000000,-22807934069.000000
