Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.35,3408.71,0.35,3408.71,,,,(261 B),783 B
12M 2009,0.53,3523.76,0.53,3523.76,,,,(155 B),551 B
12M 2010,1.37,4246.37,1.37,4246.37,,,,(541 B),958 B
12M 2011,1.33,4942.86,1.33,4942.86,,,,(587 B),"1,140 B"
12M 2012,1.47,5661.50,1.47,5661.50,,,,(648 B),"1,232 B"
12M 2013,1.10,6361.12,1.10,6361.12,,,,(862 B),"1,506 B"
12M 2014,1.10,7337.88,1.10,7337.88,,,,"(1,107 B)","1,865 B"
12M 2015,0.84,7811.57,0.84,7797.32,,,,(932 B),"1,752 B"
12M 2016,0.81,8293.24,0.81,8280.53,113 B,586 B,699 B,378 B,903 B
12M 2017,0.74,8177.14,0.74,8167.92,298 B,"1,194 B","1,493 B","1,147 B","1,006 B"
12M 2018,0.45,8287.25,0.45,8279.96,,"2,613 B","3,280 B","2,984 B",470 B
12M 2019,0.44,7856.98,0.44,7852.87,,"2,479 B","4,177 B",(293 B),62 B
12M 2020,0.40,6750.78,0.40,6746.91,"1,905 B","1,933 B","3,838 B",(299 B),(472 B)
12M 2021,0.59,7588.41,0.59,7584.66,"1,294 B","1,514 B","2,808 B","2,676 B",(21 B)
12M 2022,0.65,8571.82,0.65,8568.34,"1,284 B","1,074 B","2,357 B","2,250 B",407 B
12M 2023,0.60,9771.28,0.60,9768.21,"1,224 B",581 B,"1,805 B","1,656 B",905 B
12M 2024,0.41,10353.65,0.41,10347.47,746 B,506 B,"1,251 B","1,201 B",639 B
