Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.38,1133.25,0.42,1015.08,176 B,222 B,399 B,44 B,106 B
12M 2009,0.70,1017.87,0.75,945.42,158 B,115 B,274 B,(46 B),27 B
12M 2010,0.74,985.72,0.77,944.16,216 B,,,154 B,(62 B)
12M 2011,0.53,928.75,0.54,914.75,55 B,68 B,123 B,90 B,63 B
12M 2012,0.29,1588.42,0.29,1588.42,107 B,374 B,481 B,(223 B),231 B
12M 2013,0.13,1861.71,0.13,1861.71,,403 B,403 B,288 B,189 B
12M 2014,0.15,1854.09,0.15,1854.09,,324 B,324 B,236 B,190 B
12M 2015,0.09,1780.72,0.09,1780.72,,268 B,268 B,216 B,75 B
12M 2016,0.12,1448.75,0.12,1448.75,242 B,,242 B,149 B,(219 B)
12M 2017,0.16,1149.53,0.16,1149.53,193 B,,193 B,154 B,(179 B)
12M 2018,0.18,1028.61,0.18,1028.61,130 B,,130 B,74 B,(13 B)
12M 2019,0.21,1027.96,0.21,1027.96,36 B,,36 B,(24 B),68 B
12M 2020,0.30,906.43,0.30,906.43,,,,(37 B),110 B
12M 2021,0.32,974.33,0.32,974.33,,,,(84 B),159 B
12M 2022,0.45,1114.89,0.45,1114.89,,,,(111 B),247 B
12M 2023,0.39,1244.73,0.39,1244.73,,,,(170 B),352 B
