Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,347 B,(68 B),279 B,1522960.91
12M 2021,87 B,(80 B),7 B,36211.93
12M 2022,584 B,(80 B),504 B,32.84
12M 2023,168 B,(162 B),6 B,0.39
12M 2024,453 B,(545 B),(92 B),-5.97
