Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Deposito Berjangka,Piutang Pihak Berelasi,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pemegang Saham,Utang Dari Pihak Ketiga,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Utang Bank,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pemegang Saham,Utang Dari Pihak Ketiga,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Utang Bank,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,20591404.000000,,10481364.000000,7514553.000000,2966811.000000,10481364.000000,30872.000000,30872.000000,30872.000000,3581949.000000,1420321.000000,36105910.000000,,128035.000000,4805777.000000,126102907.000000,81425.000000,850857.000000,45472979.000000,177441980.000000,213547890.000000,,,45227889.000000,,4469646.000000,1032925.000000,5502571.000000,1392480.000000,,456623.000000,456623.000000,7906120.000000,1914912.000000,,1279018.000000,,21738393.000000,,2517754.000000,25535165.000000,2520018.000000,45227889.000000,63907983.000000,,3524653.000000,19905144.000000,1619276.000000,,3497837.000000,28546910.000000,34629266.000000,731807.000000,63907983.000000,109135872.000000,,12945704.000000,-5835253.000000,1634417.000000,,1634417.000000,1634417.000000,15660583.000000,80006557.000000,104412008.000000,213547880.000000,182988.000000
12M 2021,,,15568141.000000,,12170848.000000,7953638.000000,4217210.000000,12170848.000000,2089727.000000,2089727.000000,2089727.000000,3487044.000000,5162306.000000,38478066.000000,,696442.000000,6681255.000000,117415290.000000,102094.000000,841078.000000,46183020.000000,171919179.000000,210397245.000000,,,38667869.000000,,7114216.000000,1861656.000000,8975872.000000,2890775.000000,,849751.000000,849751.000000,7051408.000000,1892903.000000,,3765793.000000,,7929708.000000,,4581279.000000,16276780.000000,730380.000000,38667869.000000,72007477.000000,,1565303.000000,19442397.000000,23403359.000000,,1772941.000000,46184000.000000,24816017.000000,1007460.000000,72007477.000000,110675346.000000,,12945704.000000,-5835253.000000,3962051.000000,,3962051.000000,3962051.000000,20371111.000000,68278286.000000,99721899.000000,210397245.000000,182988.000000
12M 2022,,,23600640.000000,,9141076.000000,7545673.000000,1595403.000000,9141076.000000,140331.000000,140331.000000,140331.000000,3813341.000000,20753233.000000,57448621.000000,,3236843.000000,8236684.000000,110674459.000000,97604.000000,762910.000000,33695552.000000,156704052.000000,214152673.000000,,,46616682.000000,,5070111.000000,3408566.000000,8478677.000000,476613.000000,,105325.000000,105325.000000,6864269.000000,4386706.000000,,,155947.000000,1517168.000000,,2336405.000000,4009520.000000,22295572.000000,46616682.000000,29604608.000000,,,19286450.000000,7151952.000000,,1754497.000000,28192899.000000,,1411709.000000,29604608.000000,76221290.000000,,102615795.000000,-47268142.000000,52798955.000000,,52798955.000000,52798955.000000,21976847.000000,7807928.000000,137931383.000000,214152673.000000,15339450000.000000
12M 2023,,,41373913.000000,,20294729.000000,13065248.000000,7229481.000000,20294729.000000,9900624.000000,9900624.000000,9900624.000000,4823036.000000,3349637.000000,79741939.000000,,1335908.000000,19810523.000000,105618759.000000,116047.000000,778499.000000,64330823.000000,191990559.000000,271732498.000000,,,44036167.000000,,13195183.000000,7814095.000000,21009278.000000,507904.000000,,72704.000000,72704.000000,9764987.000000,1889702.000000,,,,5395025.000000,,5120775.000000,10515800.000000,275792.000000,44036167.000000,62723057.000000,,,19442397.000000,25497650.000000,,15776545.000000,60716592.000000,,2006465.000000,62723057.000000,106759224.000000,,120391095.000000,-51085223.000000,63213217.000000,,63213217.000000,63213217.000000,22568135.000000,9886050.000000,164973274.000000,271732498.000000,15339450000.000000
12M 2024,,,41139250.000000,3599090.000000,28871380.000000,27087013.000000,1784367.000000,28871380.000000,139688.000000,139688.000000,139688.000000,7173522.000000,2634454.000000,83557384.000000,,3172513.000000,21104536.000000,123118403.000000,203510.000000,742565.000000,68634421.000000,216975948.000000,300533332.000000,,,53359128.000000,,11288671.000000,10040602.000000,21329273.000000,841837.000000,,1456066.000000,1456066.000000,8748281.000000,3127662.000000,,,,6508002.000000,147087.000000,10563650.000000,17218739.000000,637270.000000,53359128.000000,73733015.000000,,,19442397.000000,23247598.000000,245896.000000,28737044.000000,71672935.000000,,2060080.000000,73733015.000000,127092143.000000,,120391500.000000,-51084818.000000,73544539.000000,10000.000000,73534539.000000,73544539.000000,21811000.000000,8778968.000000,173441189.000000,300533332.000000,15339450000.000000
