Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Final,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,69083553.000000,-46237210.000000,22846343.000000,-5627095.000000,-5627095.000000,-5627095.000000,17219248.000000,-7536937.000000,1138722.000000,-3008712.000000,,-845031.000000,-4821916.000000,-7536937.000000,9682311.000000,-203955.000000,9478356.000000,9478356.000000,-41030.000000,9437326.000000,9478356.000000,9478356.000000,,9478356.000000,9437326.000000,9437326.000000,,9437326.000000
12M 2021,66593098.000000,-58897661.000000,7695437.000000,-8413415.000000,-8413415.000000,-8413415.000000,-717978.000000,-12139398.000000,1144116.000000,-4147466.000000,-130753.000000,-739048.000000,-8266247.000000,-12139398.000000,-12857376.000000,-178719.000000,-13036095.000000,-13036095.000000,-4376257.000000,-17412352.000000,-13036095.000000,-13036095.000000,,-13036095.000000,-17412352.000000,-17412352.000000,,-17412352.000000
12M 2022,91532123.000000,-64921309.000000,26610814.000000,-10068068.000000,-10068068.000000,-10068068.000000,16542746.000000,-5146594.000000,1051895.000000,-3553324.000000,-423834.000000,-944657.000000,-1276674.000000,-5146594.000000,11396152.000000,-450616.000000,10945536.000000,10945536.000000,5009613.000000,15955149.000000,10945536.000000,10945536.000000,,10945536.000000,15955149.000000,15955149.000000,,15955149.000000
12M 2023,106381904.000000,-77234659.000000,29147245.000000,-13686469.000000,-13686469.000000,-13686469.000000,15460776.000000,-2345494.000000,1671104.000000,-3543217.000000,-80677.000000,-1103454.000000,710750.000000,-2345494.000000,13115282.000000,-425852.000000,12689430.000000,12689430.000000,-112460.000000,12576970.000000,12689430.000000,12689430.000000,,12689430.000000,12576970.000000,12576970.000000,,12576970.000000
12M 2024,127681245.0,-96513325.0,31167920.0,-13957468.0,-13957468.0,-13957468.0,17210452.0,-3887916.0,1986615.0,-5994431.0,496495.0,-1615709.0,1239114.0,-3887916.0,13322536.0,-264503.0,13058033.0,13058033.0,-977433.0,12080600.0,13058033.0,11517108.0,1540925.0,13058033.0,12080600.0,10410026.0,1670574.0,12080600.0
