Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,-7.83,,0.8
12M 2021,61.59,21.72,44.55,38.76,5.93,,16.81,,0.55,,0.32,,-351.68,,1.0
12M 2022,42.39,20.64,49.2,13.83,8.61,,17.68,,0.8,,0.43,,8.06,,1.23
12M 2023,51.27,20.74,70.72,1.29,7.12,5.74,17.6,17.41,0.97,0.99,0.43,0.4,2.94,2.94,1.81
12M 2024,70.32,22.71,79.81,13.22,5.19,4.81,16.07,13.18,1.12,1.06,0.45,0.43,4.15,4.15,1.57
