Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,15 B,(7 B),7 B,71593.70
12M 2021,78 B,(2 B),76 B,763959.96
12M 2022,(4 B),(3 B),(7 B),-70466.86
12M 2023,20 B,(44 B),(24 B),-14.09
12M 2024,(35 B),(2 B),(38 B),-22.30
