Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Investasi Jangka Panjang,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,20822856211.000000,,179047904648.000000,73693670.000000,178974210978.000000,179047904648.000000,21627299417.000000,16968581396.000000,4658718021.000000,21627299417.000000,174959506700.000000,12856379843.000000,409313946819.000000,,,,,139775788064.000000,,6162675370.000000,21791826004.000000,167730289438.000000,577044236257.000000,,,287935643925.000000,,37488000.000000,33639515894.000000,33677003894.000000,,70000000.000000,238811084.000000,308811084.000000,4891681940.000000,6218652118.000000,238090919841.000000,,,4583281161.000000,165293887.000000,4748575048.000000,,287935643925.000000,29362328865.000000,,,,,,2773259408.000000,465459457.000000,3238718865.000000,,26123610000.000000,29362328865.000000,317297972790.000000,,100000000000.000000,3538215722.000000,144387020933.000000,,144387020933.000000,144387020933.000000,1768608477.000000,10052418335.000000,259746263467.000000,577044236257.000000,100000.000000
12M 2021,,,14308735007.000000,,150394479443.000000,150150063049.000000,244416394.000000,150394479443.000000,3152431305.000000,885000000.000000,2267431305.000000,3152431305.000000,53758613267.000000,5893588171.000000,227507847193.000000,,,,,82296215152.000000,57568765862.000000,3443391823.000000,14237142650.000000,157545515487.000000,385053362680.000000,,,173260840045.000000,,2166472693.000000,25659425484.000000,27825898177.000000,,,928533760.000000,928533760.000000,3432424553.000000,2725724241.000000,136000000000.000000,,,2348259314.000000,,2348259314.000000,,173260840045.000000,16076781095.000000,,,,,,425000095.000000,,425000095.000000,,15651781000.000000,16076781095.000000,189337621140.000000,,100000000000.000000,350000000.000000,82831644917.000000,,82831644917.000000,82831644917.000000,,12534096623.000000,195715741540.000000,385053362680.000000,100000.000000
12M 2022,,,10883116905.000000,,170734674761.000000,168020532334.000000,2714142427.000000,170734674761.000000,995897465.000000,385000000.000000,610897465.000000,995897465.000000,79284048514.000000,6901756589.000000,268799494234.000000,,,,,78214493777.000000,22156000000.000000,3827769443.000000,14555258883.000000,118753522103.000000,387553016337.000000,,,193455678483.000000,,1418191652.000000,41076919827.000000,42495111479.000000,,,693718251.000000,693718251.000000,2214992536.000000,3624644879.000000,143808719943.000000,,,425000095.000000,,425000095.000000,193491300.000000,193455678483.000000,17398952000.000000,,,,,,,,,,17398952000.000000,17398952000.000000,210854630483.000000,,100000000000.000000,350000000.000000,63798145571.000000,,63798145571.000000,63798145571.000000,,12550240283.000000,176698385854.000000,387553016337.000000,100000.000000
12M 2023,,,44293553960.000000,,200363701988.000000,181968045316.000000,18395656672.000000,200363701988.000000,137592970.000000,,137592970.000000,137592970.000000,56009407139.000000,7402317368.000000,308206573425.000000,,,,,113502223075.000000,22156000000.000000,4962608955.000000,14549569713.000000,155170401743.000000,463376975168.000000,,,196174262861.000000,,889215650.000000,35964114492.000000,36853330142.000000,,,851287132.000000,851287132.000000,5346369473.000000,3722976149.000000,149400299965.000000,,,,,,,196174262861.000000,22491038000.000000,,,,,,,,,,22491038000.000000,22491038000.000000,218665300861.000000,,168466250000.000000,19089053177.000000,44362702207.000000,5000000000.000000,39362702207.000000,44362702207.000000,,12793668923.000000,244711674307.000000,463376975168.000000,1684662500.000000
12M 2024,,,23829969714.000000,,256357708974.000000,233601751757.000000,22755957217.000000,256357708974.000000,163447853.000000,,163447853.000000,163447853.000000,51762919535.000000,5089666954.000000,337203713030.000000,,,,,108923362860.000000,22156000000.000000,5427509388.000000,17667438123.000000,154174310371.000000,491378023401.000000,,,220756404217.000000,,2258161900.000000,39269762146.000000,41527924046.000000,,,1189932148.000000,1189932148.000000,5184409539.000000,1865272353.000000,170988866131.000000,,,,,,,220756404217.000000,24496733000.000000,,,,,,,,,,24496733000.000000,24496733000.000000,245253137217.000000,,168466250000.000000,19089053177.000000,45587161104.000000,5000000000.000000,40587161104.000000,45587161104.000000,,12982421903.000000,246124886184.000000,491378023401.000000,1684662500.000000
