Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,46281.93,0.00,0.00,44.59 B,0.80%,1.79%,21.59%,1.37
12M 2021,0.00 B,81252.99,0.00,0.00,34.38 B,2.11%,4.15%,9.01%,1.83
12M 2022,0.00 B,165775.01,0.00,0.00,43.25 B,4.28%,9.38%,16.37%,2.86
12M 2023,1.68 B,9.10,22.20,0.77,42.27 B,3.31%,6.27%,13.75%,2.81
12M 2024,1.68 B,2.98,81.88,1.00,26.07 B,1.02%,2.04%,6.55%,1.63
