Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,341572.66,0.00,0.00,12.04 B,13.78%,16.43%,32.26%,11.64
12M 2021,0.00 B,528635.24,0.00,0.00,21.80 B,16.36%,20.17%,28.13%,28.72
12M 2022,0.00 B,975978.84,0.00,0.00,36.27 B,37.87%,51.22%,51.30%,72.97
12M 2023,2.17 B,12.08,12.58,5.34,34.82 B,15.50%,16.09%,29.86%,144.71
12M 2024,2.17 B,12.52,6.15,2.63,36.03 B,14.24%,14.65%,18.85%,6109.88
