Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,27062481920.000000,-17197879874.000000,9864602046.000000,771736663.000000,-2780263337.000000,3552000000.000000,771736663.000000,10636338709.000000,-40149483.000000,-913799906.000000,2685098.000000,,-42491075.000000,913456400.000000,-40149483.000000,10596189226.000000,-912604184.000000,-1540476407.000000,627872223.000000,-912604184.000000,9683585042.000000,24235507.000000,9707820549.000000,9683585042.000000,9683585042.000000,,9683585042.000000,9707820549.000000,9707820549.000000,,9707820549.000000
12M 2021,50285780655.000000,-24113774450.000000,26172006205.000000,-5788021071.000000,-3026021071.000000,-2762000000.000000,-5788021071.000000,20383985134.000000,618262363.000000,-709826438.000000,2072100.000000,-15411353.000000,-37311837.000000,1378739891.000000,618262363.000000,21002247497.000000,-6015438452.000000,-5381871440.000000,-633567012.000000,-6015438452.000000,14986809045.000000,353208072.000000,15340017117.000000,14986809045.000000,14986809045.000000,,14986809045.000000,15340017117.000000,15340017117.000000,,15340017117.000000
12M 2022,64298584335.000000,-27913935061.000000,36384649274.000000,-1662272927.000000,-2686272927.000000,1024000000.000000,-1662272927.000000,34722376347.000000,149278889.000000,-475861195.000000,3176100.000000,89189189.000000,-41043387.000000,573818182.000000,149278889.000000,34871655236.000000,-7202655051.000000,-7364494060.000000,161839009.000000,-7202655051.000000,27669000185.000000,55421411.000000,27724421596.000000,27669000185.000000,27669000185.000000,,27669000185.000000,27724421596.000000,27724421596.000000,,27724421596.000000
12M 2023,61656997875.000000,-27153668835.000000,34503329040.000000,-1726098005.000000,-3508498005.000000,1782400000.000000,-1726098005.000000,32777231035.000000,-86742667.000000,-226508797.000000,656354976.000000,-2087501.000000,-514497769.000000,-3576.000000,-86742667.000000,32690488368.000000,-6503610532.000000,-6884011200.000000,380400668.000000,-6503610532.000000,26186877836.000000,-1284002.000000,26185593834.000000,26186877836.000000,26186877836.000000,,26186877836.000000,26185593834.000000,26185593834.000000,,26185593834.000000
12M 2024,63579851245.000000,-27226939830.000000,36352911415.000000,-3395535519.000000,-5692135519.000000,2296600000.000000,-3395535519.000000,32957375896.000000,616485607.000000,5394108.000000,1396748257.000000,-8333342.000000,-971890599.000000,194567183.000000,616485607.000000,33573861503.000000,-6442706305.000000,-6971527420.000000,528821115.000000,-6442706305.000000,27131155198.000000,43136165.000000,27174291363.000000,27131155198.000000,27131155198.000000,,27131155198.000000,27174291363.000000,27174291363.000000,,27174291363.000000
