Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,4.8,4.78,0.12,1.19,0.0,0.0,0.11,0.1,0.19
12M 2021,2.92,2.87,0.08,1.23,0.0,0.0,0.07,0.06,0.23
12M 2022,0.93,0.76,0.07,1.35,0.0,0.0,0.01,0.05,0.35
12M 2023,17.43,17.2,0.01,1.04,0.0,0.0,-0.45,0.01,0.04
12M 2024,19.51,19.23,0.0,1.03,0.0,0.0,-0.35,0.0,0.03
