Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,8 B,(5 B),3 B,104722.02
12M 2021,25 B,(0 B),25 B,874499.72
12M 2022,32 B,(3 B),29 B,1022093.33
12M 2023,17 B,(12 B),5 B,2.32
12M 2024,29 B,(47 B),(18 B),-8.08
