Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,171 B,(91 B),80 B,665087.66
12M 2018,202 B,(261 B),(59 B),-39.05
12M 2019,310 B,(93 B),217 B,144.83
12M 2020,270 B,(72 B),197 B,131.65
12M 2021,205 B,(92 B),113 B,75.57
12M 2022,341 B,(57 B),284 B,189.45
12M 2023,734 B,(326 B),408 B,54.37
12M 2024,383 B,(31 B),352 B,46.96
