Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Final,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,480261791372.000000,-307396954911.000000,172864836461.000000,4883446563.000000,-22686040206.000000,27569486769.000000,4883446563.000000,177748283024.000000,-63008037139.000000,-59998343042.000000,-3009694097.000000,-63008037139.000000,114740245885.000000,-21160615716.000000,,,-21160615716.000000,93579630169.000000,,93579630169.000000,-521331000.000000,93058299169.000000,93579630169.000000,93579630169.000000,,93579630169.000000,93058299169.000000,93058299169.000000,,93058299169.000000
12M 2018,560767856390.000000,-363619058449.000000,197148797941.000000,-8896045678.000000,-27765944133.000000,18869898455.000000,-8896045678.000000,188252752263.000000,-66825279081.000000,-65589195905.000000,-1236083176.000000,-66825279081.000000,121427473182.000000,-58140753224.000000,,,-58140753224.000000,63286719958.000000,,63286719958.000000,1009269000.000000,64295988958.000000,63286719958.000000,63286719958.000000,,63286719958.000000,64295988958.000000,64295988958.000000,,64295988958.000000
12M 2019,682378381166.000000,-418406753930.000000,263971627236.000000,-24441457340.000000,-58788313357.000000,34346856017.000000,-24441457340.000000,239530169896.000000,-60100596750.000000,-60100596750.000000,,-60100596750.000000,179429573146.000000,-41996587904.000000,,,-41996587904.000000,137432985242.000000,,137432985242.000000,-1795084500.000000,135637900742.000000,137432985242.000000,137432985242.000000,,137432985242.000000,135637900742.000000,135637900742.000000,,135637900742.000000
12M 2020,507783841202.000000,-379369012610.000000,128414828592.000000,-56130595639.000000,-39427327638.000000,-16703268001.000000,-56130595639.000000,72284232953.000000,-49644007597.000000,-49644007597.000000,,-49644007597.000000,22640225356.000000,-12863775048.000000,,,-12863775048.000000,9776450308.000000,,9776450308.000000,2567919120.000000,12344369428.000000,9776450308.000000,9776450308.000000,,9776450308.000000,12344369428.000000,12344369428.000000,,12344369428.000000
12M 2021,419487164471.000000,-389428926172.000000,30058238299.000000,6305301687.000000,-39095569952.000000,45400871639.000000,6305301687.000000,36363539986.000000,-39717640705.000000,-39717640705.000000,,-39717640705.000000,-3354100719.000000,7249838585.000000,,,7249838585.000000,3895737866.000000,,3895737866.000000,676342680.000000,4572080546.000000,3895737866.000000,3895737866.000000,,3895737866.000000,4572080546.000000,4572080546.000000,,4572080546.000000
12M 2022,648399834168.000000,-473249538222.000000,175150295946.000000,-35846315760.000000,-37859851733.000000,2013535973.000000,-35846315760.000000,139303980186.000000,-32964635101.000000,-32964635101.000000,,-32964635101.000000,106339345085.000000,-16091168431.000000,-1733244390.000000,-14357924041.000000,-16091168431.000000,90248176654.000000,,90248176654.000000,5691112440.000000,95939289094.000000,90248176654.000000,90248176654.000000,,90248176654.000000,95939289094.000000,95939289094.000000,,95939289094.000000
12M 2023,893452285307.000000,-591413083941.000000,302039201366.000000,-43813496152.000000,-109153081238.000000,65339585086.000000,-43813496152.000000,258225705214.000000,-43173960811.000000,-43173960811.000000,,-43173960811.000000,215051744403.000000,2130583012.000000,-33781758331.000000,35912341343.000000,2130583012.000000,217182327415.000000,,217182327415.000000,2666586809.000000,219848914224.000000,217182327415.000000,300213056156.000000,-83030728741.000000,217182327415.000000,219848914224.000000,302879642965.000000,-83030728741.000000,219848914224.000000
12M 2024,1173982459136.000000,-845583880944.000000,328398578192.000000,-2239524833.000000,-134907031496.000000,132667506663.000000,-2239524833.000000,326159053359.000000,-60798522548.000000,-60798522548.000000,,-60798522548.000000,265360530811.000000,-14352049192.000000,-30421543340.000000,16069494148.000000,-14352049192.000000,251008481619.000000,,251008481619.000000,-30079170716.000000,220929310903.000000,251008481619.000000,225082314690.000000,25926166929.000000,251008481619.000000,224152893980.000000,198226727051.000000,25926166929.000000,224152893980.000000
