Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,4584548.22,0.00,0.00,38.35 B,13.42%,81.66%,182.62%,1871.50
12M 2021,0.00 B,943390.04,0.00,0.00,49.54 B,15.23%,68.13%,92.19%,2020.62
12M 2022,1.00 B,26.62,33.43,0.64,39.26 B,7.70%,17.29%,30.96%,1026.78
12M 2023,1.00 B,38.77,54.68,1.19,54.85 B,11.38%,21.73%,27.19%,142.79
12M 2024,1.00 B,35.28,55.56,0.88,64.57 B,8.95%,18.53%,24.08%,161.88
