Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2020,0.00,5614436.44,0.00,5614436.44,1 B,2 B,3 B,(72 B),27 B
12M 2021,0.00,1384599.31,0.00,1384599.31,1 B,2 B,3 B,(93 B),47 B
12M 2022,5.78,153.93,5.78,153.93,3 B,3 B,6 B,(119 B),140 B
12M 2023,11.88,178.39,11.88,178.39,2 B,1 B,3 B,(124 B),147 B
12M 2024,10.30,190.38,10.30,190.38,1 B,2 B,4 B,(82 B),156 B
