Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,49 B,(4 B),44 B,7369277.13
12M 2021,41 B,(2 B),39 B,968739.50
12M 2022,(33 B),(9 B),(42 B),-42.11
12M 2023,32 B,(13 B),20 B,19.57
12M 2024,3 B,(16 B),(13 B),-13.02
