Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,452613450.00,0.00,0.00,324.55 B,17.27%,26.96%,66.72%,10.78
12M 2021,0.00 B,1039264533.33,0.00,0.00,526.64 B,29.12%,42.42%,52.69%,30.27
12M 2022,0.00 B,1672069273.33,0.00,0.00,728.96 B,31.22%,44.12%,56.29%,43.45
12M 2023,16.67 B,16.08,12.00,1.63,561.36 B,10.49%,14.96%,22.41%,12.21
12M 2024,16.67 B,17.80,9.61,1.12,676.04 B,10.98%,15.93%,19.03%,11.54
